"","area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100"
"10389","Urban","54057","Mineral","WV",4074,"R",1,1,1,1,1,0.44059892
"10390","Urban","54057","Mineral","WV",4074,"B",1,1,1,1,1,0.440353461
"10391","Urban","54061","Monongalia","WV",40403,"R",1,1,1,1,1,0.839789125
"10392","Urban","54061","Monongalia","WV",40403,"B",1,1,1,1,1,0.727074722
"10393","Urban","54069","Ohio","WV",17172,"R",1,1,1,1,1,0.752504076
"10394","Urban","54069","Ohio","WV",17172,"B",1,1,1,1,1,0.568483578
"10395","Urban","54079","Putnam","WV",18066,"R",1,1,1,1,1,0.677239013
"10396","Urban","54079","Putnam","WV",18066,"B",1,1,1,1,1,0.159802945
"10397","Urban","54081","Raleigh","WV",23104,"R",1,1,1,1,1,0.625995499
"10398","Urban","54081","Raleigh","WV",23104,"B",1,1,1,1,1,0.060941828
"10399","Urban","54083","Randolph","WV",5270,"R",1,1,1,1,1,0.902087287
"10400","Urban","54083","Randolph","WV",5270,"B",1,1,1,1,1,0.821252372
"10401","Urban","54091","Taylor","WV",2568,"R",1,1,1,1,1,0.774922118
"10402","Urban","54091","Taylor","WV",2568,"B",1,1,1,1,1,0.281931464
"10403","Urban","54097","Upshur","WV",4276,"R",1,1,1,1,1,0.715388213
"10404","Urban","54097","Upshur","WV",4276,"B",1,1,1,1,1,0.225444341
"10405","Urban","54099","Wayne","WV",8562,"R",1,1,1,1,1,0.279607568
"10406","Urban","54099","Wayne","WV",8562,"B",1,1,1,1,1,0.180214903
"10407","Urban","54103","Wetzel","WV",2976,"R",1,1,1,1,1,0.003024194
"10408","Urban","54103","Wetzel","WV",2976,"B",1,1,1,1,1,0.000672043
"10409","Urban","54107","Wood","WV",32657,"R",1,1,1,1,1,0.781333252
"10410","Urban","54107","Wood","WV",32657,"B",1,1,1,1,1,0.091465842
"10411","Urban","55003","Ashland","WI",3966,"R",1,1,1,1,1,0.872415532
"10412","Urban","55003","Ashland","WI",3966,"B",1,1,1,1,1,0.89813414
"10413","Urban","55005","Barron","WI",5778,"R",1,1,1,1,1,0.228279682
"10414","Urban","55005","Barron","WI",5778,"B",1,1,1,1,1,0.258913119
"10415","Urban","55009","Brown","WI",106793,"R",1,1,1,1,1,0.644751997
"10416","Urban","55009","Brown","WI",106793,"B",1,1,1,1,1,0.659340968
"10417","Urban","55015","Calumet","WI",10894,"R",1,1,1,1,1,0.943455113
"10418","Urban","55015","Calumet","WI",10894,"B",1,1,1,1,1,0.944097668
"10419","Urban","55017","Chippewa","WI",12310,"R",1,1,1,1,1,0.725913891
"10420","Urban","55017","Chippewa","WI",12310,"B",1,1,1,1,1,0.737043054
"10421","Urban","55021","Columbia","WI",10066,"R",1,1,1,1,1,0.385257302
"10422","Urban","55021","Columbia","WI",10066,"B",1,1,1,1,1,0.104212199
"10423","Urban","55023","Crawford","WI",3614,"R",1,1,1,1,1,0.005534034
"10424","Urban","55023","Crawford","WI",3614,"B",1,1,1,1,1,0.005534034
"10425","Urban","55025","Dane","WI",255804,"R",1,1,1,1,1,0.699512126
"10426","Urban","55025","Dane","WI",255804,"B",1,1,1,1,1,0.7236087
"10427","Urban","55027","Dodge","WI",18320,"R",1,1,1,1,1,0.06610262
"10428","Urban","55027","Dodge","WI",18320,"B",1,1,1,1,1,0.079148472
"10429","Urban","55029","Door","WI",5491,"R",1,1,1,1,1,0.141686396
"10430","Urban","55029","Door","WI",5491,"B",1,1,1,1,1,0.177016937
"10431","Urban","55031","Douglas","WI",13627,"R",1,1,1,1,1,0.153445366
"10432","Urban","55031","Douglas","WI",13627,"B",1,1,1,1,1,0.183752844
"10433","Urban","55033","Dunn","WI",7260,"R",1,1,1,1,1,0.662947658
"10434","Urban","55033","Dunn","WI",7260,"B",1,1,1,1,1,0.666666667
"10435","Urban","55035","Eau Claire","WI",41819,"R",1,1,1,1,1,0.598340467
"10436","Urban","55035","Eau Claire","WI",41819,"B",1,1,1,1,1,0.607618547
"10437","Urban","55039","Fond du Lac","WI",33173,"R",1,1,1,1,1,0.400054261
"10438","Urban","55039","Fond du Lac","WI",33173,"B",1,1,1,1,1,0.41446357
"10439","Urban","55043","Grant","WI",4679,"R",1,1,1,1,1,0.940158153
"10440","Urban","55043","Grant","WI",4679,"B",1,1,1,1,1,0.983543492
"10441","Urban","55045","Green","WI",6000,"R",1,1,1,1,1,0.763166667
"10442","Urban","55045","Green","WI",6000,"B",1,1,1,1,1,0.783833333
"10443","Urban","55047","Green Lake","WI",2596,"R",1,1,1,1,1,0.046610169
"10444","Urban","55047","Green Lake","WI",2596,"B",1,1,1,1,1,0.068952234
"10445","Urban","55049","Iowa","WI",2503,"R",1,1,1,1,1,0.747902517
"10446","Urban","55049","Iowa","WI",2503,"B",1,1,1,1,1,0.756292449
"10447","Urban","55051","Iron","WI",1284,"R",1,1,1,1,1,0.775700935
"10448","Urban","55051","Iron","WI",1284,"B",1,1,1,1,1,0.815420561
"10449","Urban","55053","Jackson","WI",2451,"R",1,1,1,1,1,0.852305182
"10450","Urban","55053","Jackson","WI",2451,"B",1,1,1,1,1,0.879232966
"10451","Urban","55055","Jefferson","WI",21888,"R",1,1,1,1,1,0.209429825
"10452","Urban","55055","Jefferson","WI",21888,"B",1,1,1,1,1,0.221217105
"10453","Urban","55059","Kenosha","WI",68855,"R",1,1,1,1,1,0.645036671
"10454","Urban","55059","Kenosha","WI",68855,"B",1,1,1,1,1,0.281867693
"10455","Urban","55063","La Crosse","WI",50081,"R",1,1,1,1,1,0.633853158
"10456","Urban","55063","La Crosse","WI",50081,"B",1,1,1,1,1,0.643457599
"10457","Urban","55067","Langlade","WI",4346,"R",1,1,1,1,1,0.734008283
"10458","Urban","55067","Langlade","WI",4346,"B",1,1,1,1,1,0.194891855
"10459","Urban","55069","Lincoln","WI",5081,"R",1,1,1,1,1,0.629994096
"10460","Urban","55069","Lincoln","WI",5081,"B",1,1,1,1,1,0.177720921
"10461","Urban","55071","Manitowoc","WI",24073,"R",1,1,1,1,1,0.444730611
"10462","Urban","55071","Manitowoc","WI",24073,"B",1,1,1,1,1,0.291031446
"10463","Urban","55073","Marathon","WI",38683,"R",1,1,1,1,1,0.917638239
"10464","Urban","55073","Marathon","WI",38683,"B",1,1,1,1,1,0.868753716
"10465","Urban","55075","Marinette","WI",9229,"R",1,1,1,1,1,0.747101528
"10466","Urban","55075","Marinette","WI",9229,"B",1,1,1,1,1,0.768772348
"10467","Urban","55079","Milwaukee","WI",469770,"R",1,1,1,1,1,0.557670775
"10468","Urban","55079","Milwaukee","WI",469770,"B",1,1,1,1,1,0.580026396
"10469","Urban","55081","Monroe","WI",10535,"R",1,1,1,1,1,0.775984813
"10470","Urban","55081","Monroe","WI",10535,"B",1,1,1,1,1,0.781015662
"10471","Urban","55085","Oneida","WI",5545,"R",1,1,1,1,1,0.6
"10472","Urban","55085","Oneida","WI",5545,"B",1,1,1,1,1,0.238412985
"10473","Urban","55087","Outagamie","WI",68946,"R",1,1,1,1,1,0.839396049
"10474","Urban","55087","Outagamie","WI",68946,"B",1,1,1,1,1,0.849171816
"10475","Urban","55089","Ozaukee","WI",32718,"R",1,1,1,1,1,0.38254172
"10476","Urban","55089","Ozaukee","WI",32718,"B",1,1,1,1,1,0.403906107
"10477","Urban","55093","Pierce","WI",4877,"R",1,1,1,1,1,0.263481649
"10478","Urban","55093","Pierce","WI",4877,"B",1,1,1,1,1,0.238056182
"10479","Urban","55097","Portage","WI",21659,"R",1,1,1,1,1,0.771503763
"10480","Urban","55097","Portage","WI",21659,"B",1,1,1,1,1,0.773673761
"10481","Urban","55101","Racine","WI",78714,"R",1,1,1,1,1,0.447302894
"10482","Urban","55101","Racine","WI",78714,"B",1,1,1,1,1,0.457606017
"10483","Urban","55103","Richland","WI",2620,"R",1,1,1,1,1,0.916793893
"10484","Urban","55103","Richland","WI",2620,"B",1,1,1,1,1,0.345419847
"10485","Urban","55105","Rock","WI",60840,"R",1,1,1,1,1,0.554026956
"10486","Urban","55105","Rock","WI",60840,"B",1,1,1,1,1,0.536242604
"10487","Urban","55109","St. Croix","WI",17553,"R",1,1,1,1,1,0.541388936
"10488","Urban","55109","St. Croix","WI",17553,"B",1,1,1,1,1,0.556258189
"10489","Urban","55111","Sauk","WI",19913,"R",1,1,1,1,1,0.595189072
"10490","Urban","55111","Sauk","WI",19913,"B",1,1,1,1,1,0.608898709
"10491","Urban","55115","Shawano","WI",7702,"R",1,1,1,1,1,0.793689951
"10492","Urban","55115","Shawano","WI",7702,"B",1,1,1,1,1,0.695533628
"10493","Urban","55117","Sheboygan","WI",41405,"R",1,1,1,1,1,0.40896027
"10494","Urban","55117","Sheboygan","WI",41405,"B",1,1,1,1,1,0.396014974
"10495","Urban","55119","Taylor","WI",2207,"R",1,1,1,1,1,0.902582691
"10496","Urban","55119","Taylor","WI",2207,"B",1,1,1,1,1,0.909379248
"10497","Urban","55123","Vernon","WI",2470,"R",1,1,1,1,1,0.991497976
"10498","Urban","55123","Vernon","WI",2470,"B",1,1,1,1,1,0.991497976
"10499","Urban","55127","Walworth","WI",38692,"R",1,1,1,1,1,0.346893415
"10500","Urban","55127","Walworth","WI",38692,"B",1,1,1,1,1,0.365837899
"10501","Urban","55131","Washington","WI",41739,"R",1,1,1,1,1,0.316274947
"10502","Urban","55131","Washington","WI",41739,"B",1,1,1,1,1,0.32255205
"10503","Urban","55133","Waukesha","WI",165565,"R",1,1,1,1,1,0.33097575
"10504","Urban","55133","Waukesha","WI",165565,"B",1,1,1,1,1,0.349155921
"10505","Urban","55135","Waupaca","WI",10453,"R",1,1,1,1,1,0.234095475
"10506","Urban","55135","Waupaca","WI",10453,"B",1,1,1,1,1,0.128001531
"10507","Urban","55137","Waushara","WI",45,"R",1,1,1,1,1,0.822222222
"10508","Urban","55137","Waushara","WI",45,"B",1,1,1,1,1,0.822222222
"10509","Urban","55139","Winnebago","WI",69295,"R",1,1,1,1,1,0.531957573
"10510","Urban","55139","Winnebago","WI",69295,"B",1,1,1,1,1,0.543386969
"10511","Urban","55141","Wood","WI",24418,"R",1,1,1,1,1,0.847858137
"10512","Urban","55141","Wood","WI",24418,"B",1,1,1,1,1,0.69456958
"10513","Urban","56001","Albany","WY",15877,"R",1,1,1,1,1,0.839894187
"10514","Urban","56001","Albany","WY",15877,"B",1,1,1,1,1,0.22617623
"10515","Urban","56005","Campbell","WY",16401,"R",1,1,1,1,1,0.513749162
"10516","Urban","56005","Campbell","WY",16401,"B",1,1,1,1,1,0.529236022
"10517","Urban","56007","Carbon","WY",4298,"R",1,1,1,1,1,0.148208469
"10518","Urban","56007","Carbon","WY",4298,"B",1,1,1,1,1,0.170311773
"10519","Urban","56009","Converse","WY",3413,"R",1,1,1,1,1,0.740111339
"10520","Urban","56009","Converse","WY",3413,"B",1,1,1,1,1,0.645180193
"10521","Urban","56013","Fremont","WY",8887,"R",1,1,1,1,1,0.159221335
"10522","Urban","56013","Fremont","WY",8887,"B",1,1,1,1,1,0.186452121
"10523","Urban","56015","Goshen","WY",3277,"R",1,1,1,1,1,0.95605737
"10524","Urban","56015","Goshen","WY",3277,"B",1,1,1,1,1,0.95605737
"10525","Urban","56019","Johnson","WY",2710,"R",1,1,1,1,1,0.23800738
"10526","Urban","56019","Johnson","WY",2710,"B",1,1,1,1,1,0.249446494
"10527","Urban","56021","Laramie","WY",40545,"R",1,1,1,1,1,0.734517203
"10528","Urban","56021","Laramie","WY",40545,"B",1,1,1,1,1,0.273276606
"10529","Urban","56025","Natrona","WY",34939,"R",1,1,1,1,1,0.738515699
"10530","Urban","56025","Natrona","WY",34939,"B",1,1,1,1,1,0.448696299
"10531","Urban","56029","Park","WY",9222,"R",1,1,1,1,1,0.983192366
"10532","Urban","56029","Park","WY",9222,"B",1,1,1,1,1,0.983409239
"10533","Urban","56033","Sheridan","WY",10988,"R",1,1,1,1,1,0.762377139
"10534","Urban","56033","Sheridan","WY",10988,"B",1,1,1,1,1,0.209137241
"10535","Urban","56037","Sweetwater","WY",18262,"R",1,1,1,1,1,0.999780966
"10536","Urban","56037","Sweetwater","WY",18262,"B",1,1,1,1,1,0.999780966
"10537","Urban","56039","Teton","WY",5055,"R",1,1,1,1,1,0.609693373
"10538","Urban","56039","Teton","WY",5055,"B",1,1,1,1,1,0.609693373
"10539","Urban","56041","Uinta","WY",5950,"R",1,1,1,1,1,1
"10540","Urban","56041","Uinta","WY",5950,"B",1,1,1,1,1,1
"10541","Urban","56043","Washakie","WY",2747,"R",1,1,1,1,1,1
"10542","Urban","56043","Washakie","WY",2747,"B",1,1,1,1,1,1
"10543","Urban","60010","Eastern District","AS",1987,"R",1,1,1,1,1,0
"10544","Urban","60010","Eastern District","AS",1987,"B",1,1,1,1,1,0
"10545","Urban","60050","Western District","AS",6748,"R",1,1,1,1,1,0
"10546","Urban","60050","Western District","AS",6748,"B",1,1,1,1,1,0
"10547","Urban","66010","Guam","GU",46158,"R",1,1,1,1,1,0.485722952
"10548","Urban","66010","Guam","GU",46158,"B",1,1,1,1,1,0.535833442
"10549","Urban","69110","Saipan Municipality","MP",12618,"R",1,1,1,1,1,0.006657156
"10550","Urban","69110","Saipan Municipality","MP",12618,"B",1,1,1,1,1,0.230068157
"10551","Urban","72001","Adjuntas Municipio","PR",3089,"R",1,1,1,1,1,0.905147297
"10552","Urban","72001","Adjuntas Municipio","PR",3089,"B",1,1,1,1,1,0.569439948
"10553","Urban","72003","Aguada Municipio","PR",15148,"R",1,1,1,1,1,0.949168207
"10554","Urban","72003","Aguada Municipio","PR",15148,"B",1,1,1,1,1,0.19461315
"10555","Urban","72005","Aguadilla Municipio","PR",24392,"R",1,1,1,1,1,0.825188586
"10556","Urban","72005","Aguadilla Municipio","PR",24392,"B",1,1,1,1,1,0.072974746
"10557","Urban","72007","Aguas Buenas Municipio","PR",7343,"R",1,1,1,1,1,0.883698761
"10558","Urban","72007","Aguas Buenas Municipio","PR",7343,"B",1,1,1,1,1,0.200735394
"10559","Urban","72009","Aibonito Municipio","PR",7970,"R",1,1,1,1,1,0.909284818
"10560","Urban","72009","Aibonito Municipio","PR",7970,"B",1,1,1,1,1,0.398494354
"10561","Urban","72011","Añasco Municipio","PR",8865,"R",1,1,1,1,1,0.85177665
"10562","Urban","72011","Añasco Municipio","PR",8865,"B",1,1,1,1,1,0.293288212
"10563","Urban","72013","Arecibo Municipio","PR",37170,"R",1,1,1,1,1,0.957358084
"10564","Urban","72013","Arecibo Municipio","PR",37170,"B",1,1,1,1,1,0.917379607
"10565","Urban","72015","Arroyo Municipio","PR",7672,"R",1,1,1,1,1,0.879562044
"10566","Urban","72015","Arroyo Municipio","PR",7672,"B",1,1,1,1,1,0.837460897
"10567","Urban","72017","Barceloneta Municipio","PR",9683,"R",1,1,1,1,1,0.508003718
"10568","Urban","72017","Barceloneta Municipio","PR",9683,"B",1,1,1,1,1,0.443664154
"10569","Urban","72019","Barranquitas Municipio","PR",8891,"R",1,1,1,1,1,0.445619165
"10570","Urban","72019","Barranquitas Municipio","PR",8891,"B",1,1,1,1,1,0.405803622
"10571","Urban","72021","Bayamón Municipio","PR",102145,"R",1,1,1,1,1,0.719379314
"10572","Urban","72021","Bayamón Municipio","PR",102145,"B",1,1,1,1,1,0.561006412
"10573","Urban","72023","Cabo Rojo Municipio","PR",23378,"R",1,1,1,1,1,0.558473779
"10574","Urban","72023","Cabo Rojo Municipio","PR",23378,"B",1,1,1,1,1,0.19180426
"10575","Urban","72025","Caguas Municipio","PR",62879,"R",1,1,1,1,1,0.611603238
"10576","Urban","72025","Caguas Municipio","PR",62879,"B",1,1,1,1,1,0.454205697
"10577","Urban","72027","Camuy Municipio","PR",11450,"R",1,1,1,1,1,0.932751092
"10578","Urban","72027","Camuy Municipio","PR",11450,"B",1,1,1,1,1,0.340087336
"10579","Urban","72029","Canóvanas Municipio","PR",17163,"R",1,1,1,1,1,0.945056226
"10580","Urban","72029","Canóvanas Municipio","PR",17163,"B",1,1,1,1,1,0.9339859
"10581","Urban","72031","Carolina Municipio","PR",100658,"R",1,1,1,1,1,0.622166147
"10582","Urban","72031","Carolina Municipio","PR",100658,"B",1,1,1,1,1,0.520455403
"10583","Urban","72033","Cataño Municipio","PR",12016,"R",1,1,1,1,1,0.804344208
"10584","Urban","72033","Cataño Municipio","PR",12016,"B",1,1,1,1,1,0.709137816
"10585","Urban","72035","Cayey Municipio","PR",16655,"R",1,1,1,1,1,0.582227559
"10586","Urban","72035","Cayey Municipio","PR",16655,"B",1,1,1,1,1,0.464905434
"10587","Urban","72037","Ceiba Municipio","PR",5209,"R",1,1,1,1,1,0.669034364
"10588","Urban","72037","Ceiba Municipio","PR",5209,"B",1,1,1,1,1,0.577270109
"10589","Urban","72039","Ciales Municipio","PR",3689,"R",1,1,1,1,1,0.976687449
"10590","Urban","72039","Ciales Municipio","PR",3689,"B",1,1,1,1,1,0.69259962
"10591","Urban","72041","Cidra Municipio","PR",14007,"R",1,1,1,1,1,0.588491469
"10592","Urban","72041","Cidra Municipio","PR",14007,"B",1,1,1,1,1,0.410009281
"10593","Urban","72043","Coamo Municipio","PR",11303,"R",1,1,1,1,1,0.866672565
"10594","Urban","72043","Coamo Municipio","PR",11303,"B",1,1,1,1,1,0.442183491
"10595","Urban","72045","Comerío Municipio","PR",5410,"R",1,1,1,1,1,0.922365989
"10596","Urban","72045","Comerío Municipio","PR",5410,"B",1,1,1,1,1,0.295748614
"10597","Urban","72047","Corozal Municipio","PR",10622,"R",1,1,1,1,1,0.934569761
"10598","Urban","72047","Corozal Municipio","PR",10622,"B",1,1,1,1,1,0.381095839
"10599","Urban","72051","Dorado Municipio","PR",15287,"R",1,1,1,1,1,0.644992477
"10600","Urban","72051","Dorado Municipio","PR",15287,"B",1,1,1,1,1,0.275070321
"10601","Urban","72053","Fajardo Municipio","PR",15350,"R",1,1,1,1,1,0.879218241
"10602","Urban","72053","Fajardo Municipio","PR",15350,"B",1,1,1,1,1,0.777003257
"10603","Urban","72054","Florida Municipio","PR",3744,"R",1,1,1,1,1,0.925480769
"10604","Urban","72054","Florida Municipio","PR",3744,"B",1,1,1,1,1,0.379807692
"10605","Urban","72055","Guánica Municipio","PR",7420,"R",1,1,1,1,1,0.967789757
"10606","Urban","72055","Guánica Municipio","PR",7420,"B",1,1,1,1,1,0.050269542
"10607","Urban","72057","Guayama Municipio","PR",15301,"R",1,1,1,1,1,0.939023593
"10608","Urban","72057","Guayama Municipio","PR",15301,"B",1,1,1,1,1,0.909025554
"10609","Urban","72059","Guayanilla Municipio","PR",5980,"R",1,1,1,1,1,0.924916388
"10610","Urban","72059","Guayanilla Municipio","PR",5980,"B",1,1,1,1,1,0.524414716
"10611","Urban","72061","Guaynabo Municipio","PR",40704,"R",1,1,1,1,1,0.878562303
"10612","Urban","72061","Guaynabo Municipio","PR",40704,"B",1,1,1,1,1,0.852446934
"10613","Urban","72063","Gurabo Municipio","PR",16108,"R",1,1,1,1,1,0.471008195
"10614","Urban","72063","Gurabo Municipio","PR",16108,"B",1,1,1,1,1,0.438912342
"10615","Urban","72065","Hatillo Municipio","PR",12806,"R",1,1,1,1,1,0.986959238
"10616","Urban","72065","Hatillo Municipio","PR",12806,"B",1,1,1,1,1,0.922848665
"10617","Urban","72067","Hormigueros Municipio","PR",6562,"R",1,1,1,1,1,0.176165803
"10618","Urban","72067","Hormigueros Municipio","PR",6562,"B",1,1,1,1,1,0.005486132
"10619","Urban","72069","Humacao Municipio","PR",21736,"R",1,1,1,1,1,0.620491351
"10620","Urban","72069","Humacao Municipio","PR",21736,"B",1,1,1,1,1,0.183152374
"10621","Urban","72071","Isabela Municipio","PR",17605,"R",1,1,1,1,1,0.647202499
"10622","Urban","72071","Isabela Municipio","PR",17605,"B",1,1,1,1,1,0.215166146
"10623","Urban","72073","Jayuya Municipio","PR",3334,"R",1,1,1,1,1,0.99460108
"10624","Urban","72073","Jayuya Municipio","PR",3334,"B",1,1,1,1,1,0.780743851
"10625","Urban","72075","Juana Díaz Municipio","PR",16708,"R",1,1,1,1,1,0.586724922
"10626","Urban","72075","Juana Díaz Municipio","PR",16708,"B",1,1,1,1,1,0.294888676
"10627","Urban","72077","Juncos Municipio","PR",15490,"R",1,1,1,1,1,0.513040671
"10628","Urban","72077","Juncos Municipio","PR",15490,"B",1,1,1,1,1,0.454034861
"10629","Urban","72079","Lajas Municipio","PR",6532,"R",1,1,1,1,1,0.861604409
"10630","Urban","72079","Lajas Municipio","PR",6532,"B",1,1,1,1,1,0.52480098
"10631","Urban","72081","Lares Municipio","PR",7789,"R",1,1,1,1,1,0.96430864
"10632","Urban","72081","Lares Municipio","PR",7789,"B",1,1,1,1,1,0.471305688
"10633","Urban","72083","Las Marías Municipio","PR",34,"R",1,1,1,1,1,0
"10634","Urban","72083","Las Marías Municipio","PR",34,"B",1,1,1,1,1,0
"10635","Urban","72085","Las Piedras Municipio","PR",14118,"R",1,1,1,1,1,0.348703782
"10636","Urban","72085","Las Piedras Municipio","PR",14118,"B",1,1,1,1,1,0.106884828
"10637","Urban","72087","Loíza Municipio","PR",10478,"R",1,1,1,1,1,0.732677992
"10638","Urban","72087","Loíza Municipio","PR",10478,"B",1,1,1,1,1,0.713972132
"10639","Urban","72089","Luquillo Municipio","PR",7868,"R",1,1,1,1,1,0.383706151
"10640","Urban","72089","Luquillo Municipio","PR",7868,"B",1,1,1,1,1,0.27808846
"10641","Urban","72091","Manatí Municipio","PR",16907,"R",1,1,1,1,1,0.752114509
"10642","Urban","72091","Manatí Municipio","PR",16907,"B",1,1,1,1,1,0.333412196
"10643","Urban","72095","Maunabo Municipio","PR",2954,"R",1,1,1,1,1,0.94380501
"10644","Urban","72095","Maunabo Municipio","PR",2954,"B",1,1,1,1,1,0.38083954
"10645","Urban","72097","Mayagüez Municipio","PR",36893,"R",1,1,1,1,1,0.697937278
"10646","Urban","72097","Mayagüez Municipio","PR",36893,"B",1,1,1,1,1,0.265985417
"10647","Urban","72099","Moca Municipio","PR",12057,"R",1,1,1,1,1,0.920129385
"10648","Urban","72099","Moca Municipio","PR",12057,"B",1,1,1,1,1,0.179314921
"10649","Urban","72101","Morovis Municipio","PR",8697,"R",1,1,1,1,1,0.814993676
"10650","Urban","72101","Morovis Municipio","PR",8697,"B",1,1,1,1,1,0.248016557
"10651","Urban","72103","Naguabo Municipio","PR",7690,"R",1,1,1,1,1,0.638231469
"10652","Urban","72103","Naguabo Municipio","PR",7690,"B",1,1,1,1,1,0.621586476
"10653","Urban","72105","Naranjito Municipio","PR",9031,"R",1,1,1,1,1,0.873878862
"10654","Urban","72105","Naranjito Municipio","PR",9031,"B",1,1,1,1,1,0.409478463
"10655","Urban","72107","Orocovis Municipio","PR",4414,"R",1,1,1,1,1,0.863615768
"10656","Urban","72107","Orocovis Municipio","PR",4414,"B",1,1,1,1,1,0.650430449
"10657","Urban","72109","Patillas Municipio","PR",5734,"R",1,1,1,1,1,0.980641786
"10658","Urban","72109","Patillas Municipio","PR",5734,"B",1,1,1,1,1,0.552842693
"10659","Urban","72111","Peñuelas Municipio","PR",6090,"R",1,1,1,1,1,0.980623974
"10660","Urban","72111","Peñuelas Municipio","PR",6090,"B",1,1,1,1,1,0.900492611
"10661","Urban","72113","Ponce Municipio","PR",67396,"R",1,1,1,1,1,0.554617485
"10662","Urban","72113","Ponce Municipio","PR",67396,"B",1,1,1,1,1,0.270312778
"10663","Urban","72115","Quebradillas Municipio","PR",8538,"R",1,1,1,1,1,0.916725228
"10664","Urban","72115","Quebradillas Municipio","PR",8538,"B",1,1,1,1,1,0.139728274
"10665","Urban","72117","Rincón Municipio","PR",6273,"R",1,1,1,1,1,0.510600988
"10666","Urban","72117","Rincón Municipio","PR",6273,"B",1,1,1,1,1,0.032679739
"10667","Urban","72119","Río Grande Municipio","PR",18892,"R",1,1,1,1,1,0.9334639
"10668","Urban","72119","Río Grande Municipio","PR",18892,"B",1,1,1,1,1,0.925365234
"10669","Urban","72121","Sabana Grande Municipio","PR",8954,"R",1,1,1,1,1,0.510163056
"10670","Urban","72121","Sabana Grande Municipio","PR",8954,"B",1,1,1,1,1,0.35358499
"10671","Urban","72123","Salinas Municipio","PR",10919,"R",1,1,1,1,1,0.966663614
"10672","Urban","72123","Salinas Municipio","PR",10919,"B",1,1,1,1,1,0.900540343
"10673","Urban","72125","San Germán Municipio","PR",11414,"R",1,1,1,1,1,0.726388646
"10674","Urban","72125","San Germán Municipio","PR",11414,"B",1,1,1,1,1,0.160679867
"10675","Urban","72127","San Juan Municipio","PR",263003,"R",1,1,1,1,1,0.936559659
"10676","Urban","72127","San Juan Municipio","PR",263003,"B",1,1,1,1,1,0.885122983
"10677","Urban","72129","San Lorenzo Municipio","PR",13130,"R",1,1,1,1,1,0.775856816
"10678","Urban","72129","San Lorenzo Municipio","PR",13130,"B",1,1,1,1,1,0.304493526
"10679","Urban","72131","San Sebastián Municipio","PR",14237,"R",1,1,1,1,1,0.900611084
"10680","Urban","72131","San Sebastián Municipio","PR",14237,"B",1,1,1,1,1,0.33426986
"10681","Urban","72133","Santa Isabel Municipio","PR",7546,"R",1,1,1,1,1,0.290750066
"10682","Urban","72133","Santa Isabel Municipio","PR",7546,"B",1,1,1,1,1,0.287304532
"10683","Urban","72135","Toa Alta Municipio","PR",25672,"R",1,1,1,1,1,0.675483017
"10684","Urban","72135","Toa Alta Municipio","PR",25672,"B",1,1,1,1,1,0.473161421
"10685","Urban","72137","Toa Baja Municipio","PR",38572,"R",1,1,1,1,1,0.692004563
"10686","Urban","72137","Toa Baja Municipio","PR",38572,"B",1,1,1,1,1,0.550995541
"10687","Urban","72139","Trujillo Alto Municipio","PR",24423,"R",1,1,1,1,1,0.67845883
"10688","Urban","72139","Trujillo Alto Municipio","PR",24423,"B",1,1,1,1,1,0.508455145
"10689","Urban","72141","Utuado Municipio","PR",5464,"R",1,1,1,1,1,0.845900439
"10690","Urban","72141","Utuado Municipio","PR",5464,"B",1,1,1,1,1,0.035505124
"10691","Urban","72143","Vega Alta Municipio","PR",13466,"R",1,1,1,1,1,0.756497846
"10692","Urban","72143","Vega Alta Municipio","PR",13466,"B",1,1,1,1,1,0.419872271
"10693","Urban","72145","Vega Baja Municipio","PR",22153,"R",1,1,1,1,1,0.646142735
"10694","Urban","72145","Vega Baja Municipio","PR",22153,"B",1,1,1,1,1,0.350381438
"10695","Urban","72147","Vieques Municipio","PR",3731,"R",1,1,1,1,1,0.991155186
"10696","Urban","72147","Vieques Municipio","PR",3731,"B",1,1,1,1,1,0.612436344
"10697","Urban","72149","Villalba Municipio","PR",6201,"R",1,1,1,1,1,0.821319142
"10698","Urban","72149","Villalba Municipio","PR",6201,"B",1,1,1,1,1,0.267053701
"10699","Urban","72151","Yabucoa Municipio","PR",10453,"R",1,1,1,1,1,0.080168373
"10700","Urban","72151","Yabucoa Municipio","PR",10453,"B",1,1,1,1,1,0.008131637
"10701","Urban","72153","Yauco Municipio","PR",13080,"R",1,1,1,1,1,0.942431193
"10702","Urban","72153","Yauco Municipio","PR",13080,"B",1,1,1,1,1,0.665749235
"10703","Urban","78010","St. Croix Island","VI",26570,"R",1,1,1,1,1,0.997704178
"10704","Urban","78010","St. Croix Island","VI",26570,"B",1,1,1,1,1,0.997704178
"10705","Urban","78020","St. John Island","VI",2039,"R",1,1,1,1,1,1
"10706","Urban","78020","St. John Island","VI",2039,"B",1,1,1,1,1,1
"10707","Urban","78030","St. Thomas Island","VI",26093,"R",1,1,1,1,1,1
"10708","Urban","78030","St. Thomas Island","VI",26093,"B",1,1,1,1,1,1
"10709","Rural","01001","Autauga","AL",11640,"R",1,1,1,1,1,0.854381443
