"FIPS","State","County","Deaths","Years_of_Potential_Life_Lost_Rate","Average_Number_of_Mentally_Unhealthy_Days","Primary_Care_Physicians_Rate","Mental_Health_Provider_Rate","Dentist_Rate","Preventable_Hospitalization_Rate","Pct_with_Annual_Mammogram","Pct_Uninsured","Pct_Households_with_Broadband_Access","Num_Completed_High_School"
"06045","California","Mendocino",1545,10092.92427,6.2375346228,77.76135,659.87341,80.19336,1842,34,10.318596742,87.046572172,56170
"06047","California","Merced",3651,8849.4618855,5.9190111447,41.89052,251.43875,46.54948,3577,35,8.6341106818,88.092902311,123280
"06049","California","Modoc",183,13302.421752,6.1582357202,46.18404,411.76471,70.497,2124,35,8,82.68995098,5662
"06051","California","Mono",109,4738.8510165,5.6681806171,83.03767,229.60355,46.23209,1575,43,10.268925256,91.088570911,8642
"06053","California","Monterey",4060,6114.4568796,5.8128527499,64.7116,459.92436,73.69622,2379,39,11.636889709,93.098617149,204805
"06055","California","Napa",1339,5209.6739061,5.3078431818,98.37967,682.35047,101.26582,1762,43,7.3583468241,93.029015565,82875
"06057","California","Nevada",1369,7472.1809052,5.7061673508,72.47287,1142.72274,86.02739,1634,42,6.212190114,91.756024168,75320
"06059","California","Orange",28550,5325.418567,4.8861825085,99.62722,399.77613,123.50913,1723,39,7.3302236252,94.375305912,1917227
"06061","California","Placer",4004,5085.9506432,5.5327164011,121.99854,392.85959,105.32061,1698,45,3.7250677394,93.562687393,277276
"06063","California","Plumas",364,8791.7606587,5.9971818689,75.32011,287.49151,82.68307,1798,34,6.1813498977,83.4761018,14293
"06065","California","Riverside",31860,7817.2946057,5.1861482777,46.20901,283.45695,57.68216,2355,34,8.3404429944,92.72192004,1351604
"06067","California","Sacramento",19868,7615.5062798,5.7506778647,89.05414,463.11024,82.31445,2696,36,5.370227073,93.278871147,960638
"06069","California","San Benito",652,6316.422011,5.4984397518,26.99582,137.88045,51.79124,2367,40,6.7674326941,94.298593224,36167
"06071","California","San Bernardino",31978,9377.7099479,5.344298245,58.86883,310.75632,76.99475,2823,28,8.7230586196,92.148400309,1155263
"06073","California","San Diego",32532,5726.724331,5.1757758592,84.38654,526.3652,98.68116,2105,36,7.2756631382,94.243685669,2019932
"06075","California","San Francisco",8262,5634.0409149,4.9838956952,164.00863,1112.50105,175.27649,1976,32,4.1618576115,92.313801186,594267
"06077","California","San Joaquin",10714,8729.5107709,5.3343957372,58.52472,290.52455,60.26003,2481,33,7.6426964764,91.281129207,406050
"06079","California","San Luis Obispo",3129,6205.5911463,5.6141617993,82.99224,733.20811,91.13055,1557,42,7.1669910845,92.431380111,174577
"06081","California","San Mateo",5458,4006.435541,4.5999810964,108.95963,484.61285,116.02058,1434,43,4.6406568778,95.236816628,490494
"06083","California","Santa Barbara",4065,6122.9359008,5.7093387333,76.60003,668.54463,91.47502,1454,45,9.200955578,92.122717508,228713
"06085","California","Santa Clara",13161,4125.4737001,4.4969653925,106.97382,452.70751,127.84983,1952,34,4.0543709619,95.092342318,1195347
"06087","California","Santa Cruz",2546,5482.157239,5.6473201937,102.31822,976.49753,90.4036,1617,48,6.4952638701,93.544124782,159011
"06089","California","Shasta",3582,10558.411247,6.0982117995,77.96244,538.90423,79.58879,1984,36,7.4696110782,89.521917367,118758
"06091","California","Sierra",NA,NA,5.9407641131,NA,250,62.16972,2384,30,6.3499314756,74.046434494,1996
"06093","California","Siskiyou",1036,13488.219943,6.3536196316,74.7994,550.05244,66.42235,1513,40,8.1612492033,86.343682234,29310
"06095","California","Solano",5646,7384.6121829,5.4126439916,83.90227,463.47208,97.60511,2110,32,5.5953052209,93.148267009,279182
"06097","California","Sonoma",5434,5996.9731849,5.8335424596,101.66973,585.70563,98.00062,1869,42,6.6603538712,94.025134122,314312
"06099","California","Stanislaus",8063,9308.6312939,5.8547883225,65.46124,282.53813,70.74509,2918,33,7.1081163989,90.998373541,282467
"06101","California","Sutter",1350,8212.8302749,5.7998645816,75.7094,374.68861,85.27659,2997,39,8.7536493898,88.462695548,51454
"06103","California","Tehama",1273,11335.91281,6.3028740639,53.43675,232.67998,62.84006,2198,38,7.2431719429,86.120851341,38769
"06105","California","Trinity",300,12353.942814,6.4608637209,18.67995,331.84429,31.68367,1885,33,5.9983490782,79.248092313,11653
"06107","California","Tulare",6309,9205.5434658,5.6209162632,46.32599,318.06085,57.16751,2548,37,9.2481282803,87.843775083,211759
"06109","California","Tuolumne",1074,9372.1488896,5.7618402392,62.71278,252.74887,121.03207,2020,42,5.6585497107,88.184488579,39205
"06111","California","Ventura",8046,5626.3683053,5.5854982812,81.33044,486.74647,97.88555,2101,40,8.4764230587,93.094283299,493135
"06113","California","Yolo",1969,5727.9988216,5.7711604079,123.51027,457.9585,62.12998,1975,36,5.5947431355,91.736691023,115182
"06115","California","Yuba",1328,9988.2992377,6.3491799927,20.37856,260.14325,29.65247,3550,32,6.5603940941,91.483447956,44818
"08001","Colorado","Adams",6231,8283.4627209,5.4110465947,51.90179,419.22511,70.70085,2247,39,11.384688397,92.129279211,292307
"08003","Colorado","Alamosa",273,12905.123193,5.6997383533,72.5207,1513.05914,144.64802,2235,28,10.783641764,89.710806697,8902
"08005","Colorado","Arapahoe",6859,6895.3955049,5.1336798291,82.91342,503.30686,118.4798,1798,49,9.7961071263,94.209697113,416182
"08007","Colorado","Archuleta",186,8261.4756731,5.4922425543,87.01958,232.57453,57.13061,884,39,10.813521918,89.295392954,10366
"08009","Colorado","Baca",95,16304.428184,6.4248668099,56.9152,29.90431,58.27506,4130,26,9.1230829729,82.297551789,2138
"08011","Colorado","Bent",117,10364.280102,5.9795291002,NA,52.8076,18.52195,3211,33,7.9048843188,83.36,3517
"08013","Colorado","Boulder",2571,4570.6689894,5.085330904,119.86296,943.30097,111.1559,1596,48,5.8871775489,94.956000887,209307
"08014","Colorado","Broomfield",594,4980.1768443,5.0310341065,116.82708,283.63258,95.89995,1346,54,4.0714153676,95.983312312,51230
"08015","Colorado","Chaffee",256,6515.5378019,5.3622167019,94.6498,329.8249,64.28324,1320,37,9.856099501,86.481783578,14979
"08017","Colorado","Cheyenne",NA,NA,5.6470059799,0,NA,0,NA,24,9.0429540317,88.814913449,1139
"08019","Colorado","Clear Creek",120,4820.2018639,5.0617983707,21.17298,43.73018,42.75788,2173,34,6.7414174972,92.065602837,7059
"08021","Colorado","Conejos",152,12590.585972,5.6242264609,13.13715,66.48052,26.38871,947,20,9.0707964602,80.398457584,4491
"08023","Colorado","Costilla",93,20238.531978,5.8615110686,NA,27.5634,0,2506,24,11.137534681,83.481575604,2408
"08025","Colorado","Crowley",114,16104.683183,5.7552374542,NA,NA,17.81261,2690,29,8.9361702128,81.020255064,3519
"08027","Colorado","Custer",NA,NA,5.6036017691,19.82161,90.35056,NA,1411,37,8.1911262799,80.433006536,3889
"08029","Colorado","Delta",595,9511.5918588,5.9444257427,63.1692,226.80023,47.46535,1379,40,12.012228017,79.894054396,21074
"08031","Colorado","Denver",8574,8059.7051109,5.5042981892,130.43545,792.0991,82.85991,1746,47,8.5021658476,92.211251965,480629
"08033","Colorado","Dolores",NA,NA,5.7109351036,41.71882,NA,81.4664,1690,33,7.8056768559,74.394184168,1892
"08035","Colorado","Douglas",2439,4121.105941,4.5209395821,69.92059,196.66272,71.27887,1799,52,3.9524020946,97.662528465,246007
"08037","Colorado","Eagle",314,4321.3570187,4.7313450901,78.95634,296.05929,66.92593,1015,54,11.768071715,95.055234087,37195
"08039","Colorado","Elbert",306,6353.7301336,5.3599251821,11.05868,121.50246,14.38901,1509,41,7.1730329167,94.211452832,18986
"08041","Colorado","El Paso",10008,9565.7337158,5.513320921,63.15501,467.60681,103.56929,1706,38,8.1958319423,94.426041939,462826
"08043","Colorado","Fremont",935,9802.3748095,5.4807513233,46.31401,393.49736,34.25969,1836,38,8.7125797481,84.272393331,34801
"08045","Colorado","Garfield",594,6090.0661159,5.5142421786,75.61011,290.23873,77.08243,1563,45,14.086909851,92.197997486,36676
"08047","Colorado","Gilpin",69,6624.6586509,5.2341187568,34.05415,67.49916,NA,NA,35,4.9840255591,89.401820546,4494
"08049","Colorado","Grand",176,7066.2459688,5.3098738937,56.74653,181.98933,38.04934,1137,37,10.257847534,92.755417957,11577
"08051","Colorado","Gunnison",125,4089.8514924,5.0891965442,86.80053,300.21361,46.33115,497,39,6.9142403006,93.306339365,11211
"08053","Colorado","Hinsdale",NA,NA,5.2273649598,0,261.43791,0,NA,35,13.706563707,93.657505285,780
"08055","Colorado","Huerfano",195,14473.394912,5.6034656939,72.25434,170.09213,28.24061,1192,29,9.3052368037,77.715091678,4913
"08057","Colorado","Jackson",NA,NA,6.0479833932,73.36757,381.97097,0,NA,25,17.118997912,83.280757098,923
"08059","Colorado","Jefferson",6744,6799.4898572,5.3545253785,88.33968,497.25348,103.79368,1527,45,6.304619226,94.4123884,407677
"08061","Colorado","Kiowa",NA,NA,6.1708152479,0,72.25434,0,3334,32,6.5839694656,84.494773519,859
"08063","Colorado","Kit Carson",113,10203.798719,5.8954150839,43.16547,171.57564,14.36575,2632,32,12.900240607,88.743994509,4199
"08065","Colorado","Lake",85,7782.7764587,5.0888752491,40.50223,122.19959,40.94445,640,33,13.126334812,89.422102062,4771
"08067","Colorado","La Plata",642,7125.7266023,5.7873793103,131.55556,556.6685,98.92769,1257,43,10.391372494,88.202586207,39384
"08069","Colorado","Larimer",3463,5743.1130531,5.4812077979,83.02692,545.88951,84.79244,1523,45,7.2270113974,92.707707939,235623
"08071","Colorado","Las Animas",347,12323.513606,5.9120466971,54.67095,188.17954,62.81845,2484,28,11.114407199,85.360393971,9545
"08073","Colorado","Lincoln",73,7749.369197,5.633171537,105.48523,200.72993,90.7441,1587,28,7.9880043621,77.360406091,3692
"08075","Colorado","Logan",405,11935.647358,5.8532033473,65.15568,354.04239,62.43097,1874,42,10.328042328,85.530191458,13548
"08077","Colorado","Mesa",2398,8653.0872385,6.0052693081,116.94791,397.0416,74.38412,1470,44,9.9222638095,91.914372899,102618
"08079","Colorado","Mineral",NA,NA,5.0161603495,108.22511,0,0,1369,41,8.3591331269,91.935483871,669
"08081","Colorado","Moffat",224,10529.956459,5.7611521926,22.75313,202.59623,60.71185,944,28,10.094461937,85.894776542,8286
"08083","Colorado","Montezuma",501,12917.35774,5.9184575032,103.15186,237.45807,68.00665,1021,35,12.377798802,82.070545121,17357
"08085","Colorado","Montrose",618,8864.2579498,5.7176607289,85.71164,298.94012,107.27899,1042,42,13.358873731,84.899309715,28489
"08087","Colorado","Morgan",458,9509.9031143,5.849333487,55.1572,199.83742,68.40179,1975,36,13.412408759,90.81845373,16116
"08089","Colorado","Otero",447,13765.874444,6.4413486863,69.91503,441.1116,32.78151,1848,33,9.9864178998,85.372236033,11244
"08091","Colorado","Ouray",NA,NA,5.1012352186,79.44389,251.1592,117.64706,NA,42,5.8235797888,92.00477327,4175
"08093","Colorado","Park",261,7197.8513917,5.0769456063,16.93002,104.87388,16.72334,1786,39,7.3314852641,91.251331834,14042
"08095","Colorado","Phillips",67,9191.2301148,5.8430366296,88.65248,111.70688,NA,2896,34,12.818261633,81.549220011,2731
"08097","Colorado","Pitkin",92,3487.5237491,4.6448101398,86.4653,456.73077,65.18132,375,47,6.9850700792,92.415014949,12995
"08099","Colorado","Prowers",249,11421.638609,5.8128145347,33.34445,289.33708,50.61583,3051,30,12.996545769,83.457493427,6422
"08101","Colorado","Pueblo",3639,13502.222466,6.0246370694,66.61872,589.06163,70.18827,2490,39,7.7199484734,86.512032559,106336
"08103","Colorado","Rio Blanco",78,5865.6315406,5.7940729968,123.53305,243.56828,76.11509,3031,42,9.4704290684,94.395052184,4047
"08105","Colorado","Rio Grande",242,14090.622064,5.4492708435,96.42356,53.62889,44.15011,3340,30,14.110076985,80.723370429,7399
"08107","Colorado","Routt",203,5044.8267567,5.1396926793,131.52126,351.10118,107.96977,847,51,9.135448112,91.910726057,18235
"08109","Colorado","Saguache",123,9580.3904928,6.1023259627,30.90712,119.61722,NA,1980,20,12.345936912,85.679239497,4466
"08111","Colorado","San Juan",NA,NA,5.3466024196,0,374.06484,0,NA,49,13.526570048,83.425414365,559
"08113","Colorado","San Miguel",NA,NA,5.1766432919,86.69804,330.45247,62.47657,221,41,7.5546116505,88.394197099,6215
"08115","Colorado","Sedgwick",NA,NA,5.9837761059,42.80822,NA,43.57298,1273,28,10.231660232,86.5,1512
"08117","Colorado","Summit",171,4161.5949396,4.8172625912,80.79894,416.87182,104.69491,772,52,10.421999845,97.100510245,22805
"08119","Colorado","Teller",438,8621.0119013,5.3773155141,36.10688,251.85847,48.27614,1171,38,6.3445423876,92.215409224,18840
"08121","Colorado","Washington",98,11151.940836,5.6753408784,61.7157,61.79197,41.56276,2227,37,9.4931391767,86.666666667,3059
"08123","Colorado","Weld",3604,6882.4572046,5.3098781446,57.64096,294.06691,48.54702,1894,42,9.6236378905,91.87961906,197220
"08125","Colorado","Yuma",112,5886.2777149,5.6460435031,80.4748,111.53924,60.61218,1974,37,13.484578129,89.613343442,5536
"09001","Connecticut","Fairfield",8603,5172.1783558,NA,91.58463,NA,94.08524,2269,50,NA,NA,NA
"09003","Connecticut","Hartford",11169,7218.3142009,NA,94.88724,NA,107.59834,2701,48,NA,NA,NA
"09005","Connecticut","Litchfield",2508,6766.9662411,NA,55.13514,NA,64.32432,2307,47,NA,NA,NA
"09007","Connecticut","Middlesex",1904,5772.7670624,NA,78.29618,NA,78.29618,2318,52,NA,NA,NA
"09009","Connecticut","New Haven",11394,7774.257499,NA,85.44634,NA,77.68901,2760,45,NA,NA,NA
"09011","Connecticut","New London",3671,7672.8286776,NA,59.89472,NA,78.86758,2915,50,NA,NA,NA
"09013","Connecticut","Tolland",1584,5836.8354823,NA,48.57179,NA,48.57179,2432,48,NA,NA,NA
"09015","Connecticut","Windham",1744,7900.9300498,NA,42.94868,NA,49.82047,3393,45,NA,NA,NA
"09110","Connecticut","Capitol",NA,NA,5.4309102588,NA,655.57433,NA,NA,NA,5.7598839224,90.547076996,616141
"09120","Connecticut","Greater Bridgeport",NA,NA,5.0599829067,NA,357.69767,NA,NA,NA,7.7565831972,89.97169054,192364
"09130","Connecticut","Lower Connecticut River Valley",NA,NA,5.3081848533,NA,519.25205,NA,NA,NA,4.342467902,91.045039661,123695
"09140","Connecticut","Naugatuck Valley",NA,NA,5.5345305865,NA,371.16774,NA,NA,NA,6.3692400416,89.011438825,292334
"09150","Connecticut","Northeastern Connecticut",NA,NA,5.7741085957,NA,378.52149,NA,NA,NA,5.2529557504,90.197931299,65402
"09160","Connecticut","Northwest Hills",NA,NA,5.5476555612,NA,388.67296,NA,NA,NA,5.5862938684,92.086743914,79432
"09170","Connecticut","South Central Connecticut",NA,NA,5.5333056865,NA,605.9934,NA,NA,NA,5.7186801837,91.552610664,363848
"09180","Connecticut","Southeastern Connecticut",NA,NA,5.5310873847,NA,522.46866,NA,NA,NA,6.099090624,90.585370537,182621
"09190","Connecticut","Western Connecticut",NA,NA,4.7454321622,NA,430.67316,NA,NA,NA,6.7701653598,94.164345464,397467
"10001","Delaware","Kent",3195,10077.932194,5.4096751928,50.50258,241.32062,40.65345,2745,48,7.4989942336,90.42582045,112367
"10003","Delaware","New Castle",8261,8585.8336078,4.9382648041,86.58266,417.5654,58.0371,3151,52,6.1650155558,92.347371301,369016
"10005","Delaware","Sussex",4328,9330.0924691,4.8970324197,61.40744,231.11165,22.26945,2268,52,8.3637648051,89.952816021,167915
"11001","District of Columbia","District of Columbia",9950,9241.4137427,4.8894711386,128.79636,722.8575,129.05569,2953,35,3.0702192184,90.167809029,449755
"12001","Florida","Alachua",3318,8031.6577089,5.6158156612,155.42297,694.76982,191.17699,3222,47,10.151701406,87.714584663,161980
"12003","Florida","Baker",549,10954.219291,5.911497233,38.3075,133.95375,46.75754,3672,35,10.820425072,88.426542388,16171
"12005","Florida","Bay",3663,11538.017433,6.0948783008,57.48794,279.91969,58.87627,2639,40,13.687608208,91.522373157,117803
"12007","Florida","Bradford",574,11048.573691,6.3682249908,14.01542,118.45789,25.62882,3867,39,12.454531482,88.126098418,16737
"12009","Florida","Brevard",11522,10702.6429,5.5658276383,72.32886,199.54067,60.09263,2661,43,11.154479915,92.069125686,432421
"12011","Florida","Broward",24666,7597.560479,5.250410775,75.71273,260.07232,85.10415,3455,37,14.582729473,90.945618465,1257620
"12013","Florida","Calhoun",326,10923.726358,6.1441896268,29.32336,111.35857,59.41771,3838,35,15.280135823,85.340540541,8136
"12015","Florida","Charlotte",3679,9589.2265541,6.0947134399,62.10128,125.64642,53.29096,2643,53,14.006819043,90.887657938,149793
"12017","Florida","Citrus",4217,14552.442742,5.7754811439,46.17827,110.38057,30.76374,2869,47,13.231325772,89.295705944,115219
"12019","Florida","Clay",3675,9534.479807,5.777870578,53.51658,144.98428,53.40065,2796,42,10.298357144,94.40047947,144682
"12021","Florida","Collier",4280,6599.5629302,5.0590939023,82.12861,123.42015,70.10156,2441,53,18.579391222,91.746598121,269719
"12023","Florida","Columbia",1640,12795.095335,6.1147182531,51.14726,279.21109,62.57996,3872,43,13.564069785,86.818862275,42187
"12027","Florida","DeSoto",711,11834.567095,5.9481769165,26.15671,275.16051,19.82329,3410,44,22.579045257,81.842604298,18682
"12029","Florida","Dixie",469,12583.238733,6.4469064522,23.38908,17.17721,5.83976,5144,35,14.803815695,73.637846656,10559
"12031","Florida","Duval",17741,11402.440974,5.7476494303,81.00527,264.9342,79.28888,3584,45,11.927157133,89.912104241,630266
"12033","Florida","Escambia",6645,12585.976198,6.1566395749,76.3051,252.34914,70.79581,3130,37,12.404626729,89.966638606,199385
"12035","Florida","Flagler",2095,8875.5010404,5.7555905448,52.9223,89.77549,33.9371,2364,52,11.452034599,85.94520439,87863
"12037","Florida","Franklin",285,10085.111678,6.0045369872,31.81674,103.22376,24.00384,2437,40,19.699789108,87.901586011,8233
"12039","Florida","Gadsden",973,12920.240255,6.3472609129,22.87597,150.57149,20.73589,3591,43,16.424553378,74.928723082,24869
"12041","Florida","Gilchrist",400,10657.017756,6.2997466743,43.57298,132.7411,26.32687,3964,42,14.066931367,80.920005786,11245
"12043","Florida","Glades",239,11002.162807,6.1852997637,NA,7.82105,40.14774,4649,41,24.820541137,78.399122807,6941
"12045","Florida","Gulf",348,10295.792161,6.1097177206,48.73634,140.18989,39.17984,3074,42,14.119651268,87.137931034,10152
"12047","Florida","Hamilton",346,14094.072207,6.4327110405,7.14643,22.27006,22.69804,3361,40,14.5314622,77.064220183,7620
"12049","Florida","Hardee",491,11769.155466,5.9130641192,15.73255,19.40994,58.49093,2415,32,17.859352444,81.210112911,13117
"12051","Florida","Hendry",668,10573.446178,6.1244954354,27.28648,43.84649,38.70437,3583,36,24.292459662,82.989099254,18216
"12053","Florida","Hernando",4327,11322.306187,5.9848089401,55.82193,102.44024,37.21677,3809,40,14.129164231,91.06575288,135878
"12055","Florida","Highlands",2386,12965.895259,6.2638075786,58.0855,90.13697,47.34042,3029,37,19.066838631,84.674487952,69519
"12057","Florida","Hillsborough",19588,8048.6132746,5.5508647714,83.5479,238.21866,63.7018,3619,40,13.398786421,93.123309205,922329
"12059","Florida","Holmes",537,13510.801646,6.708862482,35.38213,70.19655,40.7104,3291,33,15.39225422,75.970086073,11976
