"area_data_type","GEOID","county","state","total_area","mobilebb_3g_area_st_pct","mobilebb_3g_area_iv_pct","mobilebb_4g_area_st_pct","mobilebb_4g_area_iv_pct","mobilebb_5g_spd1_area_st_pct","mobilebb_5g_spd1_area_iv_pct","mobilebb_5g_spd2_area_st_pct","mobilebb_5g_spd2_area_iv_pct","year"
"Total","47013","Campbell","TN",1397.13028,0,0,0.842430639,0.489595899,0.572677925,0.256559107,0.316872738,0.061896864,"_2023"
"Total","47015","Cannon","TN",717.8409875,0,0,0.924724872,0.528980191,0.632575202,0.189875275,0.426118855,0.091562729,"_2023"
"Total","47017","Carroll","TN",1567.6635975,0,0,0.963716993,0.476180878,0.612040583,0.157360747,0.396895787,0.112006988,"_2023"
"Total","47019","Carter","TN",987.0708575,0,0,0.774090279,0.390033081,0.563013552,0.282253762,0.415110447,0.226549995,"_2023"
"Total","47021","Cheatham","TN",819.90818,0,0,0.965056526,0.574511819,0.872045221,0.390030832,0.653776978,0.294707091,"_2023"
"Total","47023","Chester","TN",740.908805,0,0,0.932755189,0.412567529,0.604492465,0.169320444,0.405174865,0.114728462,"_2023"
"Total","47025","Claiborne","TN",1248.0847925,0,0,0.827580387,0.514305005,0.57751709,0.220524939,0.364840915,0.079837961,"_2023"
"Total","47027","Clay","TN",711.3103725,0,0,0.803494743,0.460239893,0.425884792,0.148526581,0.234562417,0.071819932,"_2023"
"Total","47029","Cocke","TN",1259.0393725,0,0,0.733037731,0.477955325,0.455785159,0.258010541,0.260604032,0.076215176,"_2023"
"Total","47031","Coffee","TN",1171.1920675,0,0,0.980933537,0.661840094,0.641514525,0.151992086,0.394729742,0.081032467,"_2023"
"Total","47033","Crockett","TN",687.18923,0,0,0.990343348,0.683016554,0.806253832,0.21873084,0.600245248,0.170754139,"_2023"
"Total","47035","Cumberland","TN",1884.5037575,0,0,0.921245319,0.583421832,0.566597731,0.167961545,0.307417137,0.061315745,"_2023"
"Total","47037","Davidson","TN",1409.559515,0,0,0.996637274,0.902256763,0.976610372,0.833134061,0.924749664,0.750037364,"_2023"
"Total","47039","Decatur","TN",902.3835275,0,0,0.815804832,0.23812303,0.37667795,0.088362321,0.247577915,0.056612583,"_2023"
"Total","47041","DeKalb","TN",892.587605,0,0,0.936629691,0.496459759,0.5764692,0.147746047,0.338210998,0.061954213,"_2023"
"Total","47043","Dickson","TN",1306.54433,0,0,0.955498226,0.513140922,0.836504353,0.263544018,0.603756853,0.195259594,"_2023"
"Total","47045","Dyer","TN",1357.8412575,0,0,0.998060662,0.647428438,0.841362191,0.236909472,0.543790241,0.146846637,"_2023"
"Total","47047","Fayette","TN",1808.34836,0,0,0.996505126,0.640959925,0.730486952,0.265610438,0.501048462,0.176258155,"_2023"
"Total","47049","Fentress","TN",1381.4357375,0,0,0.801524971,0.317117804,0.4320244,0.07091117,0.189782692,0.02882196,"_2023"
"Total","47051","Franklin","TN",1547.96642,0,0,0.845332063,0.489452912,0.614725095,0.203320631,0.46209853,0.162561241,"_2023"
"Total","47053","Gibson","TN",1567.136935,0,0,0.98628848,0.566473988,0.744320473,0.198480979,0.492472106,0.151230004,"_2023"
"Total","47055","Giles","TN",1620.1191825,0,0,0.907418243,0.535985957,0.681815227,0.242116897,0.534815682,0.195565958,"_2023"
"Total","47057","Grainger","TN",855.931895,0,0,0.94253015,0.656411519,0.667979326,0.264213635,0.43490032,0.118631553,"_2023"
"Total","47059","Greene","TN",1777.2752725,0,0,0.945475019,0.762520002,0.615361821,0.204172346,0.423872459,0.105612517,"_2023"
"Total","47061","Grundy","TN",977.4856,0,0,0.880064655,0.465732759,0.285237069,0.044827586,0.149030172,0.020689655,"_2023"
"Total","47063","Hamblen","TN",500.329375,0,0,1,0.869684211,0.952,0.680210526,0.839368421,0.533052632,"_2023"
"Total","47065","Hamilton","TN",1571.2449025,0,0,0.98317356,0.820942549,0.932157941,0.7286988,0.864114768,0.654890394,"_2023"
"Total","47067","Hancock","TN",632.1003325,0,0,0.587735377,0.188135311,0.190134978,0.022829528,0.09181803,0.011664723,"_2023"
"Total","47069","Hardeman","TN",1726.7156725,0,0,0.983529555,0.536997499,0.615079607,0.139449765,0.369547978,0.092478497,"_2023"
"Total","47071","Hardin","TN",1553.44371,0,0,0.925210198,0.408936805,0.524816924,0.132221318,0.355302414,0.074993219,"_2023"
"Total","47073","Hawkins","TN",1415.036805,0,0,0.857376805,0.56416555,0.632722942,0.288000596,0.475658776,0.189519131,"_2023"
"Total","47075","Haywood","TN",1375.010455,0,0,0.994637659,0.651447832,0.688601195,0.181553547,0.379040907,0.112226138,"_2023"
"Total","47077","Henderson","TN",1371.42915,0,0,0.946313364,0.439477727,0.625729647,0.179493088,0.433870968,0.11858679,"_2023"
"Total","47079","Henry","TN",1559.552995,0,0,0.961434554,0.429420505,0.500945563,0.131095502,0.321626368,0.091516953,"_2023"
"Total","47081","Hickman","TN",1621.488505,0,0,0.785500844,0.353254515,0.45660647,0.136481746,0.293750812,0.106535014,"_2023"
"Total","47083","Houston","TN",548.15033,0,0,0.674865488,0.180438125,0.389508071,0.080322829,0.266717909,0.058800922,"_2023"
"Total","47085","Humphreys","TN",1468.6510475,0,0,0.848597863,0.33830596,0.512658682,0.125439289,0.369145808,0.09954816,"_2023"
"Total","47087","Jackson","TN",872.8904275,0,0,0.500784361,0.153372753,0.250874864,0.053457222,0.110413901,0.023530831,"_2023"
"Total","47089","Jefferson","TN",889.7436275,0,0,0.996921984,0.903397656,0.945187641,0.742275364,0.768320114,0.42251687,"_2023"
"Total","47091","Johnson","TN",855.510565,0,0,0.835385373,0.414429943,0.573996553,0.170893869,0.387219897,0.097759173,"_2023"
"Total","47093","Knox","TN",1474.23367,0,0,1,0.973420977,0.994498428,0.939196913,0.968705344,0.863532438,"_2023"
"Total","47095","Lake","TN",501.172035,0,0,0.978982766,0.492013451,0.74863388,0.220470786,0.531736024,0.150273224,"_2023"
"Total","47097","Lauderdale","TN",1288.7431375,0,0,0.857131181,0.422476502,0.519411524,0.181610135,0.301512056,0.099468737,"_2023"
"Total","47099","Lawrence","TN",1627.9137875,0,0,0.829310903,0.471497897,0.59935296,0.215399547,0.438498868,0.161501132,"_2023"
"Total","47101","Lewis","TN",745.33277,0,0,0.649802148,0.155596382,0.308366309,0.071791973,0.250423968,0.064160543,"_2023"
"Total","47103","Lincoln","TN",1521.7386275,0,0,0.956807642,0.475600471,0.652107704,0.18370596,0.49248979,0.136637364,"_2023"
"Total","47105","Loudon","TN",688.7692175,0,0,0.999847071,0.934087781,0.930723352,0.736962838,0.835448845,0.537696896,"_2023"
"Total","47107","McMinn","TN",1193.5225575,0,0,0.961874504,0.695084282,0.561556791,0.157355926,0.368458212,0.071750066,"_2023"
"Total","47109","McNairy","TN",1460.8564425,0,0,0.944768909,0.485182782,0.590669839,0.162737039,0.452952628,0.123584974,"_2023"
"Total","47111","Macon","TN",836.550715,0,0,0.786955427,0.360992193,0.367917401,0.141526064,0.147318056,0.038403425,"_2023"
"Total","47113","Madison","TN",1446.636555,0,0,0.99126256,0.676860347,0.755788554,0.436726373,0.604703655,0.318916557,"_2023"
"Total","47115","Marion","TN",1387.1236925,0,0,0.938112233,0.489027261,0.711443542,0.232363885,0.502391981,0.148606576,"_2023"
"Total","47117","Marshall","TN",1001.92274,0,0,0.972876367,0.581581161,0.711101766,0.213519765,0.537216148,0.164003364,"_2023"
"Total","47119","Maury","TN",1635.60306,0,0,0.965996909,0.628606388,0.813433797,0.358706852,0.619397218,0.258822772,"_2023"
"Total","47121","Meigs","TN",595.76062,0,0,0.980374823,0.642680339,0.58539604,0.140735502,0.390735502,0.081152758,"_2023"
"Total","47123","Monroe","TN",1810.87634,0,0,0.602373197,0.380409493,0.290367613,0.10778269,0.205444393,0.050953932,"_2023"
"Total","47125","Montgomery","TN",1449.6911975,0,0,0.981472063,0.739228366,0.885126789,0.49335174,0.739083049,0.391629732,"_2023"
"Total","47127","Moore","TN",349.28257,0,0,0.943305187,0.518094089,0.598612786,0.148974668,0.455367913,0.108564536,"_2023"
"Total","47129","Morgan","TN",1448.6378725,0,0,0.693884971,0.297753217,0.348942049,0.134516106,0.154075474,0.037882644,"_2023"
"Total","47131","Obion","TN",1442.63392,0,0,0.963127921,0.607403621,0.81885222,0.231527453,0.569144276,0.190420561,"_2023"
"Total","47133","Overton","TN",1195.8398725,0,0,0.833171849,0.484365366,0.4942306,0.136968202,0.309345547,0.058046331,"_2023"
"Total","47135","Perry","TN",1110.20455,0,0,0.619354839,0.167931689,0.279222011,0.077703985,0.216223909,0.060151803,"_2023"
"Total","47137","Pickett","TN",481.790855,0,0,0.758198513,0.356143419,0.287494534,0.056624399,0.201136861,0.041539134,"_2023"
"Total","47139","Polk","TN",1218.5916925,0,0,0.815800847,0.38750108,0.252571527,0.056703259,0.150747688,0.029734636,"_2023"
"Total","47141","Putnam","TN",1101.2512875,0,0,0.93687231,0.594930655,0.711047346,0.274318508,0.51037781,0.128742229,"_2023"
"Total","47143","Rhea","TN",923.6606925,0,0,0.932489451,0.613068765,0.579997719,0.189645342,0.383510092,0.113125784,"_2023"
"Total","47145","Roane","TN",1094.826005,0,0,0.993650183,0.778429863,0.774389071,0.484125457,0.502597652,0.210409852,"_2023"
"Total","47147","Robertson","TN",1281.053865,0,0,0.982075317,0.682453544,0.91004769,0.542098339,0.788603848,0.419010031,"_2023"
"Total","47149","Rutherford","TN",1679.210715,0,0,0.996800903,0.818090578,0.965123573,0.63442479,0.864069753,0.506084557,"_2023"
"Total","47151","Scott","TN",1486.241575,0,0,0.620623671,0.295605953,0.390644933,0.183770376,0.183699504,0.040184266,"_2023"
"Total","47153","Sequatchie","TN",723.634275,0,0,0.928093159,0.448908297,0.631441048,0.227802038,0.46069869,0.143813683,"_2023"
"Total","47155","Sevier","TN",1686.16266,0,0,0.815904548,0.573588206,0.702148926,0.498438281,0.506246877,0.281046977,"_2023"
"Total","47157","Shelby","TN",1985.6229575,0,0,0.975067636,0.867699326,0.942867752,0.856612381,0.905522253,0.806641557,"_2023"
"Total","47159","Smith","TN",885.5303275,0,0,0.768883074,0.417985012,0.578803378,0.171761627,0.381467824,0.081955513,"_2023"
"Total","47161","Stewart","TN",1306.54433,0,0,0.811834892,0.29297001,0.425991616,0.117784586,0.296678491,0.082876491,"_2023"
"Total","47163","Sullivan","TN",1213.00907,0,0,0.985324766,0.783952761,0.883205974,0.625390761,0.764067385,0.500260507,"_2023"
"Total","47165","Sumner","TN",1467.49239,0,0,0.989233419,0.745836922,0.9055412,0.496267585,0.766149871,0.388960666,"_2023"
"Total","47167","Tipton","TN",1198.9998475,0,0,0.955986998,0.580339102,0.714662216,0.214706141,0.457085127,0.136695072,"_2023"
"Total","47169","Trousdale","TN",316.1028325,0,0,0.922359214,0.653782073,0.694101966,0.192269244,0.440853049,0.056314562,"_2023"
"Total","47171","Unicoi","TN",531.8237925,0,0,0.86036839,0.521885522,0.577738166,0.159239453,0.357298475,0.087145969,"_2023"
"Total","47173","Union","TN",695.826495,0,0,0.935664547,0.586133818,0.70087799,0.27823191,0.416742355,0.132606721,"_2023"
"Total","47175","Van Buren","TN",748.492745,0,0,0.899521531,0.457078525,0.353926259,0.040247678,0.172108078,0.012102449,"_2023"
"Total","47177","Warren","TN",1177.61735,0,0,0.939355993,0.652057245,0.616457961,0.111359571,0.350536673,0.047674419,"_2023"
"Total","47179","Washington","TN",936.9325875,0,0,0.986396852,0.878246206,0.936706015,0.740303541,0.862844295,0.62945475,"_2023"
"Total","47181","Wayne","TN",1927.795415,0,0,0.608785925,0.161730958,0.262594252,0.053436783,0.171893782,0.042071905,"_2023"
"Total","47183","Weakley","TN",1519.4213125,0,0,0.973379549,0.477573657,0.517989601,0.141559792,0.318197574,0.080970537,"_2023"
"Total","47185","White","TN",1037.6304575,0,0,0.88397117,0.488884377,0.593137753,0.114810679,0.346259263,0.046492742,"_2023"
"Total","47187","Williamson","TN",1558.710335,0,0,0.988849845,0.830585214,0.94533045,0.632855791,0.828895797,0.482497635,"_2023"
"Total","47189","Wilson","TN",1575.7742,0,0,0.989505348,0.755748663,0.901203209,0.506082888,0.771724599,0.37907754,"_2023"
"Total","48001","Anderson","TX",2511.758795,0,0,0.95802231,0.543235763,0.369286253,0.076406945,0.209888451,0.036442171,"_2023"
"Total","48003","Andrews","TX",3353.6814675,0,0,0.998209743,0.664154025,0.469644147,0.082037752,0.289770407,0.05747668,"_2023"
"Total","48005","Angelina","TX",2028.1772875,0,0,0.976110101,0.471358089,0.617813555,0.258114775,0.448403012,0.186600883,"_2023"
"Total","48007","Aransas","TX",1196.2612025,0,0,0.50030818,0.307651669,0.843092366,0.607642863,0.744210619,0.500572334,"_2023"
"Total","48009","Archer","TX",2131.8244675,0,0,0.998171846,0.728099214,0.772073719,0.515786353,0.379860665,0.135036316,"_2023"
"Total","48011","Armstrong","TX",2096.8540775,0,0,0.819761893,0.384236701,0.310945898,0.064449691,0.204299995,0.04958055,"_2023"
"Total","48013","Atascosa","TX",2742.226305,0,0,0.995198586,0.61919029,0.773565338,0.26219559,0.590881155,0.210263502,"_2023"
"Total","48015","Austin","TX",1505.41209,0,0,1,0.811852785,0.936258046,0.551007557,0.809263924,0.452071089,"_2023"
"Total","48017","Bailey","TX",1872.0745225,0,0,0.981488775,0.55668711,0.282225848,0.086423226,0.263545828,0.062341754,"_2023"
"Total","48019","Bandera","TX",1788.4405175,0,0,0.696684139,0.498380352,0.488014606,0.252252783,0.405972083,0.208905118,"_2023"
"Total","48021","Bastrop","TX",2038.605205,0,0,0.995091454,0.811408494,0.917019738,0.627570528,0.846388343,0.563604423,"_2023"
"Total","48023","Baylor","TX",2068.8356325,0,0,0.946693142,0.399979634,0.538669111,0.255485973,0.147701237,0.034265058,"_2023"
"Total","48025","Bee","TX",1985.72829,0,0,0.995968597,0.698705708,0.811531933,0.299013367,0.593040526,0.276363251,"_2023"
"Total","48027","Bell","TX",2490.692295,0,0,0.998266092,0.888564662,0.94185063,0.75699907,0.858453861,0.645309989,"_2023"
"Total","48029","Bexar","TX",2825.01765,0,0,1,0.98064877,0.995786726,0.946532438,0.983855332,0.904697987,"_2023"
"Total","48031","Blanco","TX",1612.219245,0,0,0.971645106,0.6333464,0.7583954,0.361753561,0.642035803,0.316215863,"_2023"
"Total","48033","Borden","TX",2040.50119,0,0,0.918026017,0.342349783,0.338220112,0.06566178,0.272713194,0.059983481,"_2023"
"Total","48035","Bosque","TX",2298.2498175,0,0,0.969384481,0.557541592,0.517026445,0.137998992,0.28667675,0.094688116,"_2023"
"Total","48037","Bowie","TX",2200.0799275,0,0,0.983817686,0.555560875,0.818212285,0.328146694,0.545123761,0.232153971,"_2023"
"Total","48039","Brazoria","TX",3707.3880025,0,0,0.915390516,0.839929539,0.928204108,0.642242237,0.849504219,0.518566923,"_2023"
"Total","48041","Brazos","TX",1361.4225625,0,0,0.999690522,0.82065764,0.970058027,0.650058027,0.840696325,0.506924565,"_2023"
"Total","48043","Brewster","TX",13603.271045,0.196281728,0.129976925,0.2698806,0.117161972,0.111416536,0.025552475,0.066854568,0.017414399,"_2023"
"Total","48045","Briscoe","TX",2062.3050175,0,0,0.730885132,0.364369988,0.280504622,0.066653047,0.226722509,0.05633587,"_2023"
"Total","48047","Brooks","TX",2111.916625,0,0,0.978753117,0.266483791,0.429127182,0.062892768,0.280598504,0.049426434,"_2023"
"Total","48049","Brown","TX",2171.324155,0,0,0.987096148,0.766178325,0.769331522,0.394101096,0.549626467,0.283351121,"_2023"
"Total","48051","Burleson","TX",1552.60105,0,0,0.977815468,0.674016282,0.854816825,0.399796472,0.702645862,0.347218453,"_2023"
"Total","48053","Burnet","TX",2319.1056525,0,0,0.972294136,0.752600263,0.813734841,0.417904347,0.652177863,0.321388018,"_2023"
"Total","48055","Caldwell","TX",1239.8688575,0,0,0.993203636,0.756605216,0.854727721,0.547022343,0.782771217,0.487384249,"_2023"
"Total","48057","Calhoun","TX",2349.6520775,0,0,0.526919801,0.41735778,0.475052674,0.285560586,0.450710539,0.249428431,"_2023"
"Total","48059","Callahan","TX",2046.82114,0,0,0.964337176,0.597416632,0.676204199,0.27151091,0.470306711,0.172087279,"_2023"
"Total","48061","Cameron","TX",2869.7839625,0,0,0.745641402,0.678142778,0.84654065,0.743989723,0.80359699,0.672086621,"_2023"
"Total","48063","Camp","TX",480.4215325,0,0,0.996930498,0.623985968,0.618285464,0.096908573,0.415479062,0.033326025,"_2023"
"Total","48065","Carson","TX",2130.1391475,0,0,0.964100282,0.648420116,0.671215942,0.221134352,0.539237502,0.184245661,"_2023"
"Total","48067","Cass","TX",2283.5032675,0,0,0.978827437,0.375755339,0.580561834,0.121131048,0.319202915,0.067623045,"_2023"
"Total","48069","Castro","TX",2048.4011275,0,0,0.992698103,0.633671003,0.409111945,0.068648121,0.37465933,0.0601121,"_2023"
"Total","48071","Chambers","TX",2027.01863,0,0,0.877364373,0.778424444,0.988827687,0.657815423,0.889731864,0.511795884,"_2023"
"Total","48073","Cherokee","TX",2486.26833,0,0,0.964412811,0.483477377,0.465556685,0.086468395,0.257159803,0.042577529,"_2023"
"Total","48075","Childress","TX",1641.50168,0,0,0.978054415,0.585921458,0.24287731,0.053901437,0.110690452,0.014822895,"_2023"
"Total","48077","Clay","TX",2585.3862125,0,0,0.98692198,0.635404359,0.725850479,0.342839682,0.342676716,0.097901813,"_2023"
"Total","48079","Cochran","TX",1747.466175,0,0,0.9960217,0.524653406,0.133996383,0.016214587,0.053707052,0.007233273,"_2023"
"Total","48081","Coke","TX",2087.1634875,0,0,0.840524855,0.384910421,0.596921524,0.18319455,0.409386828,0.124047439,"_2023"
"Total","48083","Coleman","TX",2899.2770625,0,0,0.908410536,0.430626703,0.538601272,0.151571299,0.390517711,0.125485922,"_2023"
"Total","48085","Collin","TX",2066.412985,0,0,1,0.935467428,0.984096238,0.848914262,0.948414721,0.784738505,"_2023"
"Total","48087","Collingsworth","TX",2121.81788,0,0,0.932585385,0.419132248,0.303167196,0.0625,0.264992057,0.054805401,"_2023"
"Total","48089","Colorado","TX",2226.518385,0,0,0.977434005,0.631138234,0.868152143,0.36512442,0.703661652,0.330873309,"_2023"
"Total","48091","Comal","TX",1297.5910675,0,0,0.99894472,0.944232486,0.983764916,0.857455962,0.950482994,0.757934897,"_2023"
"Total","48093","Comanche","TX",2159.2109175,0,0,0.965217816,0.651641543,0.798721889,0.313088443,0.533879701,0.247816967,"_2023"
"Total","48095","Concho","TX",2236.7356375,0,0,0.965246056,0.554979986,0.553802684,0.091688251,0.437202731,0.075582764,"_2023"
"Total","48097","Cooke","TX",2092.535445,0,0,0.94654183,0.609231853,0.779271116,0.362377932,0.538356992,0.208547267,"_2023"
"Total","48099","Coryell","TX",2413.2729075,0,0,0.988477151,0.733359522,0.84313212,0.445113701,0.611758544,0.33337698,"_2023"
"Total","48101","Cottle","TX",2064.4116675,0,0,0.854380326,0.296800857,0.174906883,0.021480688,0.055257921,0.005510485,"_2023"
"Total","48103","Crane","TX",1745.99152,0,0,0.99933639,0.640625,0.42386583,0.090311293,0.308819981,0.071609556,"_2023"
"Total","48105","Crockett","TX",6244.6372625,0,0,0.823597875,0.34961626,0.412077254,0.09547103,0.258682635,0.07111411,"_2023"
"Total","48107","Crosby","TX",2046.0838125,0,0,0.955366795,0.722316602,0.588674389,0.189034749,0.410501931,0.151299871,"_2023"
"Total","48109","Culberson","TX",8415.013425,0,0,0.789372888,0.365615221,0.299061209,0.074076856,0.224471148,0.04605082,"_2023"
"Total","48111","Dallam","TX",3480.7124625,0,0,0.993705553,0.779089121,0.554667877,0.144530186,0.434316841,0.119352398,"_2023"
"Total","48113","Dallas","TX",2109.59931,0,0,1,0.991162373,1,0.990663072,0.998452167,0.970990613,"_2023"
"Total","48115","Dawson","TX",2027.1239625,0,0,0.984879189,0.81008054,0.615900234,0.118160561,0.329020525,0.069576513,"_2023"
"Total","48117","Deaf Smith","TX",3420.6729375,0,0,0.987590454,0.659430331,0.539923018,0.16126251,0.411916859,0.093117783,"_2023"
"Total","48119","Delta","TX",654.536155,0,0,0.989539749,0.664789186,0.844705504,0.324106855,0.579015127,0.205503701,"_2023"
"Total","48121","Denton","TX",2211.0345075,0,0,0.999857082,0.953789719,0.990853223,0.830784622,0.94569101,0.739650326,"_2023"
"Total","48123","DeWitt","TX",2063.25301,0,0,0.997396365,0.746171125,0.887533184,0.407290178,0.74142332,0.368644068,"_2023"
"Total","48125","Dickens","TX",2058.9343775,0,0,0.904281987,0.568834092,0.501355707,0.08809536,0.291502532,0.05545608,"_2023"
"Total","48127","Dimmit","TX",2966.58453,0,0,0.999502912,0.676537424,0.924904133,0.340221559,0.592209913,0.290654737,"_2023"
"Total","48129","Donley","TX",2147.6243425,0,0,0.858453087,0.435774192,0.46314189,0.141595959,0.353229683,0.09794497,"_2023"
"Total","48131","Duval","TX",4016.749555,0,0,0.972308176,0.434782609,0.493077044,0.136623486,0.344600619,0.110295275,"_2023"
"Total","48133","Eastland","TX",2124.8725225,0,0,0.970257275,0.609825014,0.797204184,0.332821098,0.499628216,0.246715907,"_2023"
"Total","48135","Ector","TX",2009.32277,0,0,1,0.900241141,0.96618788,0.665286224,0.810914238,0.470591319,"_2023"
"Total","48137","Edwards","TX",4725.9532775,0,0,0.630129048,0.148505583,0.351795306,0.077005371,0.236030936,0.056143714,"_2023"
"Total","48139","Ellis","TX",2203.5559,0,0,0.999808795,0.921797323,0.969933078,0.684273423,0.869072658,0.585038241,"_2023"
"Total","48141","El Paso","TX",2239.0529525,0,0,0.996518794,0.922331467,0.958084396,0.810227219,0.886390366,0.714211789,"_2023"
"Total","48143","Erath","TX",2493.85227,0,0,0.983358675,0.655685082,0.820957932,0.377597567,0.52411725,0.245269471,"_2023"
"Total","48145","Falls","TX",1777.380605,0,0,0.998340642,0.710205049,0.676543795,0.231835961,0.506815219,0.140215716,"_2023"
"Total","48147","Fannin","TX",2111.3899625,0,0,0.967622849,0.566974308,0.742529309,0.244549763,0.51254677,0.178947368,"_2023"
"Total","48149","Fayette","TX",2189.862675,0,0,0.999422799,0.764550265,0.962866763,0.498124098,0.837758538,0.432082732,"_2023"
"Total","48151","Fisher","TX",2042.18651,0,0,0.948163813,0.435939757,0.66009903,0.195430163,0.48818857,0.15829379,"_2023"
"Total","48153","Floyd","TX",2260.5407825,0,0,0.96682354,0.592516658,0.462327012,0.099203206,0.304086482,0.074320861,"_2023"
"Total","48155","Foard","TX",1623.38449,0,0,0.968725668,0.562808201,0.407020504,0.15942123,0.030430833,0.012587594,"_2023"
"Total","48157","Fort Bend","TX",2036.1825575,0,0,0.99994827,0.939992758,0.989653924,0.824375356,0.957063784,0.709378718,"_2023"
"Total","48159","Franklin","TX",696.03716,0,0,0.999546005,0.754993947,0.80811138,0.157384988,0.500756659,0.062651332,"_2023"
"Total","48161","Freestone","TX",2067.676975,0,0,0.972643912,0.556393276,0.646306673,0.201171676,0.37615894,0.129852267,"_2023"
"Total","48163","Frio","TX",2535.98527,0,0,0.987913275,0.54041369,0.755731849,0.2546104,0.498795481,0.222669879,"_2023"
"Total","48165","Gaines","TX",3366.5320325,0,0,0.996902475,0.684021151,0.56944401,0.15697256,0.421857889,0.132880698,"_2023"
"Total","48167","Galveston","TX",2028.5986175,0,0,0.916195026,0.91240459,0.839036295,0.680357236,0.780881666,0.553663222,"_2023"
"Total","48169","Garza","TX",2026.4919675,0,0,0.884817298,0.440459483,0.426737356,0.119756744,0.276001871,0.067259213,"_2023"
"Total","48171","Gillespie","TX",2390.837085,0,0,0.917085206,0.546920434,0.669266015,0.318133756,0.502379064,0.24905278,"_2023"
"Total","48173","Glasscock","TX",2016.8013775,0,0,0.998903222,0.787225153,0.382200867,0.031493184,0.205149632,0.010341046,"_2023"
"Total","48175","Goliad","TX",1943.0686275,0,0,0.990133897,0.504689109,0.739469832,0.239984821,0.493793029,0.207513417,"_2023"
"Total","48177","Gonzales","TX",2425.386145,0,0,1,0.778728394,0.85142882,0.331885694,0.726092244,0.302831582,"_2023"
"Total","48179","Gray","TX",2147.6243425,0,0,0.954043847,0.579675315,0.47035166,0.172445927,0.358869979,0.120064741,"_2023"
"Total","48181","Grayson","TX",2290.139215,0,0,0.99977003,0.87871401,0.973645479,0.633060436,0.853233373,0.456995677,"_2023"
"Total","48183","Gregg","TX",650.11219,0,0,1,0.900842515,0.996273493,0.801360985,0.949287103,0.645171743,"_2023"
"Total","48185","Grimes","TX",1849.1120375,0,0,0.999943036,0.835659356,0.930447166,0.445058388,0.752321276,0.324352036,"_2023"
"Total","48187","Guadalupe","TX",1616.22188,0,0,1,0.920424922,0.960440563,0.724713243,0.904262252,0.636209593,"_2023"
"Total","48189","Hale","TX",2282.76594,0,0,0.996077889,0.770717977,0.668143226,0.150609081,0.409653008,0.098837209,"_2023"
"Total","48191","Hall","TX",2074.3129225,0,0,0.805057635,0.410348855,0.172040827,0.042908648,0.109835982,0.017569695,"_2023"
"Total","48193","Hamilton","TX",1908.0982375,0,0,0.973557825,0.613690312,0.664642561,0.24846812,0.435274634,0.199779189,"_2023"
"Total","48195","Hansford","TX",2140.0404025,0,0,0.905645519,0.426785451,0.283407983,0.061229512,0.265639612,0.059457597,"_2023"
"Total","48197","Hardeman","TX",1603.6873125,0,0,0.950673235,0.66679803,0.712118227,0.495566502,0.278555008,0.076518883,"_2023"
"Total","48199","Hardin","TX",2098.9607275,0,0,0.955788628,0.385055452,0.685351533,0.240076278,0.470818487,0.176795303,"_2023"
"Total","48201","Harris","TX",4109.863485,0,0,0.998129069,0.990158388,0.999923112,0.991721769,0.998974832,0.969296222,"_2023"
"Total","48203","Harrison","TX",2169.9548325,0,0,0.988981117,0.56191447,0.78224358,0.333867288,0.525993884,0.251055774,"_2023"
"Total","48205","Hartley","TX",3369.37601,0,0,0.944416656,0.670251344,0.552832312,0.158621983,0.444166562,0.135957234,"_2023"
"Total","48207","Haskell","TX",2076.103575,0,0,0.968949772,0.406646372,0.603855911,0.135768645,0.435413496,0.085996956,"_2023"
"Total","48209","Hays","TX",1536.379845,0,0,0.997463321,0.910599205,0.949677773,0.803990128,0.909502262,0.727546963,"_2023"
"Total","48211","Hemphill","TX",2123.1872025,0,0,0.922657141,0.324701096,0.366572407,0.096839808,0.313588332,0.089100561,"_2023"
"Total","48213","Henderson","TX",2211.8771675,0,0,0.99928568,0.790561455,0.782465832,0.282965856,0.56083623,0.151007191,"_2023"
"Total","48215","Hidalgo","TX",3540.85732,0,0,0.99973227,0.821930033,0.940712756,0.72828415,0.870240362,0.675214184,"_2023"
"Total","48217","Hill","TX",2271.7060275,0,0,0.993184031,0.807159086,0.860295822,0.38387351,0.537858766,0.261093337,"_2023"
"Total","48219","Hockley","TX",2051.1397725,0,0,0.996405279,0.812612335,0.634416885,0.175319673,0.398038309,0.079956863,"_2023"
"Total","48221","Hood","TX",1003.18673,0,0,0.99601008,0.788639227,0.845128097,0.4449811,0.675556489,0.360247795,"_2023"
"Total","48223","Hopkins","TX",1864.2799175,0,0,0.992711453,0.560935646,0.828295384,0.281880332,0.52454941,0.168088593,"_2023"
"Total","48225","Houston","TX",2878.8425575,0,0,0.885953679,0.364201822,0.447733343,0.106143207,0.283231495,0.068932714,"_2023"
"Total","48227","Howard","TX",2029.8626075,0,0,0.976804525,0.806496809,0.67962223,0.198017747,0.428000623,0.105287738,"_2023"
"Total","48229","Hudspeth","TX",10072.946975,0,0,0.773303357,0.331600962,0.300669246,0.062480393,0.256091185,0.052619471,"_2023"
"Total","48231","Hunt","TX",2065.0436625,0,0,0.999897985,0.859474624,0.960367253,0.480285641,0.739352206,0.314817649,"_2023"
"Total","48233","Hutchinson","TX",2071.890275,0,0,0.885256736,0.351093035,0.384290798,0.124402644,0.291204881,0.104219624,"_2023"
