"area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100","year"
"Total","21033","Caldwell","KY",6835,"B",1,1,1,0.999707388,0.999707388,0.014923189,"_2025"
"Total","21035","Calloway","KY",21392,"R",1,1,1,1,1,0.611116305,"_2025"
"Total","21035","Calloway","KY",21392,"B",1,1,1,1,1,0.659592371,"_2025"
"Total","21037","Campbell","KY",46880,"R",1,1,1,1,1,0.987457338,"_2025"
"Total","21037","Campbell","KY",46880,"B",1,1,1,1,1,0.994112628,"_2025"
"Total","21039","Carlisle","KY",2753,"R",1,1,1,1,1,0.824191791,"_2025"
"Total","21039","Carlisle","KY",2753,"B",1,1,1,1,1,0.824191791,"_2025"
"Total","21041","Carroll","KY",5541,"R",1,1,1,1,1,0.743367623,"_2025"
"Total","21041","Carroll","KY",5541,"B",1,1,1,1,1,0.788124887,"_2025"
"Total","21043","Carter","KY",13758,"R",1,1,1,1,1,0.537214711,"_2025"
"Total","21043","Carter","KY",13758,"B",1,1,1,1,1,0.54433784,"_2025"
"Total","21045","Casey","KY",8923,"R",1,1,1,1,1,0.539728791,"_2025"
"Total","21045","Casey","KY",8923,"B",1,1,1,1,1,0.54174605,"_2025"
"Total","21047","Christian","KY",31749,"R",1,1,1,1,1,0.79186746,"_2025"
"Total","21047","Christian","KY",31749,"B",1,1,1,1,1,0.441557214,"_2025"
"Total","21049","Clark","KY",18757,"R",1,1,1,0.999893373,0.999893373,0.892360186,"_2025"
"Total","21049","Clark","KY",18757,"B",1,1,1,0.999893373,0.999893373,0.913738871,"_2025"
"Total","21051","Clay","KY",10458,"R",1,1,1,1,1,0.871868426,"_2025"
"Total","21051","Clay","KY",10458,"B",1,1,1,1,1,0.874641423,"_2025"
"Total","21053","Clinton","KY",6274,"R",1,1,1,1,1,0.427478483,"_2025"
"Total","21053","Clinton","KY",6274,"B",1,1,1,1,1,0.427478483,"_2025"
"Total","21055","Crittenden","KY",5197,"R",1,1,1,1,1,0.103521262,"_2025"
"Total","21055","Crittenden","KY",5197,"B",1,1,1,1,1,0.103521262,"_2025"
"Total","21057","Cumberland","KY",5807,"R",1,1,1,1,1,0.791286379,"_2025"
"Total","21057","Cumberland","KY",5807,"B",1,1,1,1,1,0.791286379,"_2025"
"Total","21059","Daviess","KY",50929,"R",1,1,1,1,1,0.903100395,"_2025"
"Total","21059","Daviess","KY",50929,"B",1,1,1,1,1,0.978813643,"_2025"
"Total","21061","Edmonson","KY",7386,"R",1,1,1,1,1,0.754400217,"_2025"
"Total","21061","Edmonson","KY",7386,"B",1,1,1,1,1,0.754400217,"_2025"
"Total","21063","Elliott","KY",3641,"R",1,1,1,1,1,1,"_2025"
"Total","21063","Elliott","KY",3641,"B",1,1,1,1,1,1,"_2025"
"Total","21065","Estill","KY",8301,"R",1,1,1,1,1,0.785206602,"_2025"
"Total","21065","Estill","KY",8301,"B",1,1,1,1,1,0.605348753,"_2025"
"Total","21067","Fayette","KY",163300,"R",1,1,1,0.999987753,0.999987753,0.985823637,"_2025"
"Total","21067","Fayette","KY",163300,"B",1,1,1,0.999987753,0.999987753,0.988769137,"_2025"
"Total","21069","Fleming","KY",7999,"R",1,1,1,1,1,0.605450681,"_2025"
"Total","21069","Fleming","KY",7999,"B",1,1,1,1,1,0.621327666,"_2025"
"Total","21071","Floyd","KY",19274,"R",1,1,1,1,1,0.137075853,"_2025"
"Total","21071","Floyd","KY",19274,"B",1,1,1,1,1,0.137075853,"_2025"
"Total","21073","Franklin","KY",27677,"R",1,1,1,1,1,0.906420494,"_2025"
"Total","21073","Franklin","KY",27677,"B",1,1,1,1,1,0.923185316,"_2025"
"Total","21075","Fulton","KY",3647,"R",1,1,1,1,1,0.536331231,"_2025"
"Total","21075","Fulton","KY",3647,"B",1,1,1,1,1,0.54867014,"_2025"
"Total","21077","Gallatin","KY",4284,"R",1,1,1,1,1,0.873482726,"_2025"
"Total","21077","Gallatin","KY",4284,"B",1,1,1,1,1,0.704715219,"_2025"
"Total","21079","Garrard","KY",8762,"R",1,1,1,0.999201096,0.999201096,0.574526364,"_2025"
"Total","21079","Garrard","KY",8762,"B",1,1,1,0.999201096,0.999201096,0.57646656,"_2025"
"Total","21081","Grant","KY",11349,"R",1,1,1,1,1,0.901401004,"_2025"
"Total","21081","Grant","KY",11349,"B",1,1,1,1,1,0.73768614,"_2025"
"Total","21083","Graves","KY",18531,"R",1,1,1,1,1,0.901948087,"_2025"
"Total","21083","Graves","KY",18531,"B",1,1,1,1,1,0.909395068,"_2025"
"Total","21085","Grayson","KY",17199,"R",1,1,1,1,1,0.757951044,"_2025"
"Total","21085","Grayson","KY",17199,"B",1,1,1,1,1,0.757951044,"_2025"
"Total","21087","Green","KY",5911,"R",1,1,1,1,1,0.585518525,"_2025"
"Total","21087","Green","KY",5911,"B",1,1,1,1,1,0.590255456,"_2025"
"Total","21089","Greenup","KY",17679,"R",1,1,1,0.999886871,0.999886871,0.605520674,"_2025"
"Total","21089","Greenup","KY",17679,"B",1,1,1,0.999886871,0.999886871,0.611063974,"_2025"
"Total","21091","Hancock","KY",4581,"R",1,1,1,1,1,0.966601179,"_2025"
"Total","21091","Hancock","KY",4581,"B",1,1,1,1,1,0.966601179,"_2025"
"Total","21093","Hardin","KY",57098,"R",1,1,1,1,1,0.846001611,"_2025"
"Total","21093","Hardin","KY",57098,"B",1,1,1,1,1,0.846667134,"_2025"
"Total","21095","Harlan","KY",14876,"R",1,1,1,1,1,0.849354665,"_2025"
"Total","21095","Harlan","KY",14876,"B",1,1,1,1,1,0.373554719,"_2025"
"Total","21097","Harrison","KY",10205,"R",1,1,1,1,0.999510044,0.479960804,"_2025"
"Total","21097","Harrison","KY",10205,"B",1,1,1,1,0.999510044,0.500048996,"_2025"
"Total","21099","Hart","KY",9853,"R",1,1,1,1,1,0.797828073,"_2025"
"Total","21099","Hart","KY",9853,"B",1,1,1,1,1,0.797828073,"_2025"
"Total","21101","Henderson","KY",22320,"R",1,1,1,1,1,0.900851254,"_2025"
"Total","21101","Henderson","KY",22320,"B",1,1,1,1,1,0.902195341,"_2025"
"Total","21103","Henry","KY",7520,"R",1,1,1,1,1,0.554787234,"_2025"
"Total","21103","Henry","KY",7520,"B",1,1,1,1,1,0.573803191,"_2025"
"Total","21105","Hickman","KY",2646,"R",1,1,1,1,1,0.981481481,"_2025"
"Total","21105","Hickman","KY",2646,"B",1,1,1,1,1,0.981481481,"_2025"
"Total","21107","Hopkins","KY",24125,"R",1,1,1,1,1,0.213264249,"_2025"
"Total","21107","Hopkins","KY",24125,"B",1,1,1,1,1,0.232082902,"_2025"
"Total","21109","Jackson","KY",8325,"R",1,1,1,1,1,0.99963964,"_2025"
"Total","21109","Jackson","KY",8325,"B",1,1,1,1,1,0.99963964,"_2025"
"Total","21111","Jefferson","KY",390934,"R",1,1,1,1,1,0.972905913,"_2025"
"Total","21111","Jefferson","KY",390934,"B",1,1,1,1,1,0.998393591,"_2025"
"Total","21113","Jessamine","KY",23558,"R",1,1,1,1,1,0.897996434,"_2025"
"Total","21113","Jessamine","KY",23558,"B",1,1,1,1,1,0.899354784,"_2025"
"Total","21115","Johnson","KY",11648,"R",1,1,1,1,1,0.929086538,"_2025"
"Total","21115","Johnson","KY",11648,"B",1,1,1,1,1,0.929086538,"_2025"
"Total","21117","Kenton","KY",78451,"R",1,1,1,1,1,0.986437394,"_2025"
"Total","21117","Kenton","KY",78451,"B",1,1,1,1,1,0.994480631,"_2025"
"Total","21119","Knott","KY",7759,"R",1,1,1,1,1,0.979378786,"_2025"
"Total","21119","Knott","KY",7759,"B",1,1,1,1,1,0.979378786,"_2025"
"Total","21121","Knox","KY",15069,"R",1,1,1,1,1,0.867608999,"_2025"
"Total","21121","Knox","KY",15069,"B",1,1,1,1,1,0.872785188,"_2025"
"Total","21123","Larue","KY",7158,"R",1,1,1,0.999301481,0.999301481,0.507264599,"_2025"
"Total","21123","Larue","KY",7158,"B",1,1,1,0.999301481,0.999301481,0.507264599,"_2025"
"Total","21125","Laurel","KY",29418,"R",1,1,1,1,1,0.907335645,"_2025"
"Total","21125","Laurel","KY",29418,"B",1,1,1,1,1,0.925827725,"_2025"
"Total","21127","Lawrence","KY",9148,"R",1,1,1,1,1,0.99562746,"_2025"
"Total","21127","Lawrence","KY",9148,"B",1,1,1,1,1,0.99562746,"_2025"
"Total","21129","Lee","KY",3999,"R",1,1,1,1,1,0.585646412,"_2025"
"Total","21129","Lee","KY",3999,"B",1,1,1,1,1,0.585646412,"_2025"
"Total","21131","Leslie","KY",5760,"R",1,1,1,1,1,0.4796875,"_2025"
"Total","21131","Leslie","KY",5760,"B",1,1,1,1,1,0.480381944,"_2025"
"Total","21133","Letcher","KY",11444,"R",1,1,1,1,1,0.15894792,"_2025"
"Total","21133","Letcher","KY",11444,"B",1,1,1,1,1,0.15894792,"_2025"
"Total","21135","Lewis","KY",7056,"R",1,1,1,1,1,0.314342404,"_2025"
"Total","21135","Lewis","KY",7056,"B",1,1,1,1,1,0.329790249,"_2025"
"Total","21137","Lincoln","KY",12492,"R",1,1,1,1,1,0.833333333,"_2025"
"Total","21137","Lincoln","KY",12492,"B",1,1,1,1,1,0.865914185,"_2025"
"Total","21139","Livingston","KY",5473,"R",1,1,1,1,1,0.205006395,"_2025"
"Total","21139","Livingston","KY",5473,"B",1,1,1,1,1,0.205006395,"_2025"
"Total","21141","Logan","KY",14203,"R",1,1,1,1,1,0.984862353,"_2025"
"Total","21141","Logan","KY",14203,"B",1,1,1,1,1,0.904245582,"_2025"
"Total","21143","Lyon","KY",5626,"R",1,1,1,1,1,0.335584785,"_2025"
"Total","21143","Lyon","KY",5626,"B",1,1,1,1,1,0.225204408,"_2025"
"Total","21145","McCracken","KY",37195,"R",1,1,1,1,1,0.512568894,"_2025"
"Total","21145","McCracken","KY",37195,"B",1,1,1,1,1,0.505955101,"_2025"
"Total","21147","McCreary","KY",7347,"R",1,1,1,1,1,1,"_2025"
"Total","21147","McCreary","KY",7347,"B",1,1,1,1,1,1,"_2025"
"Total","21149","McLean","KY",4796,"R",1,1,1,1,1,0.655963303,"_2025"
"Total","21149","McLean","KY",4796,"B",1,1,1,1,1,0.667431193,"_2025"
"Total","21151","Madison","KY",45180,"R",1,1,1,0.999955733,0.999955733,0.943315626,"_2025"
"Total","21151","Madison","KY",45180,"B",1,1,1,0.999955733,0.999955733,0.948694112,"_2025"
"Total","21153","Magoffin","KY",6811,"R",1,1,1,1,1,1,"_2025"
"Total","21153","Magoffin","KY",6811,"B",1,1,1,1,1,1,"_2025"
"Total","21155","Marion","KY",9580,"R",1,1,1,1,1,0.709185804,"_2025"
"Total","21155","Marion","KY",9580,"B",1,1,1,1,1,0.717640919,"_2025"
"Total","21157","Marshall","KY",21171,"R",1,1,1,1,1,0.313353172,"_2025"
"Total","21157","Marshall","KY",21171,"B",1,1,1,1,1,0.324878371,"_2025"
"Total","21159","Martin","KY",5055,"R",1,1,1,1,1,0.067062315,"_2025"
"Total","21159","Martin","KY",5055,"B",1,1,1,1,1,0.067062315,"_2025"
"Total","21161","Mason","KY",9438,"R",1,1,1,1,1,0.387158296,"_2025"
"Total","21161","Mason","KY",9438,"B",1,1,1,1,1,0.390125026,"_2025"
"Total","21163","Meade","KY",13355,"R",1,1,1,1,1,0.995806814,"_2025"
"Total","21163","Meade","KY",13355,"B",1,1,1,1,1,0.999026582,"_2025"
"Total","21165","Menifee","KY",4633,"R",1,1,1,1,1,1,"_2025"
"Total","21165","Menifee","KY",4633,"B",1,1,1,1,1,1,"_2025"
"Total","21167","Mercer","KY",11559,"R",1,1,1,0.999826975,0.999826975,0.694350722,"_2025"
"Total","21167","Mercer","KY",11559,"B",1,1,1,0.999826975,0.999826975,0.713470023,"_2025"
"Total","21169","Metcalfe","KY",5082,"R",1,1,1,1,1,0.840417159,"_2025"
"Total","21169","Metcalfe","KY",5082,"B",1,1,1,1,1,0.840417159,"_2025"
"Total","21171","Monroe","KY",5906,"R",1,1,1,1,1,0.626142906,"_2025"
"Total","21171","Monroe","KY",5906,"B",1,1,1,1,1,0.626142906,"_2025"
"Total","21173","Montgomery","KY",13544,"R",1,1,1,1,1,0.858904312,"_2025"
"Total","21173","Montgomery","KY",13544,"B",1,1,1,1,1,0.876624335,"_2025"
"Total","21175","Morgan","KY",6538,"R",1,1,1,1,1,0.993881921,"_2025"
"Total","21175","Morgan","KY",6538,"B",1,1,1,1,1,0.993881921,"_2025"
"Total","21177","Muhlenberg","KY",15259,"R",1,1,1,0.999803395,0.999803395,0.380693361,"_2025"
"Total","21177","Muhlenberg","KY",15259,"B",1,1,1,0.999803395,0.999803395,0.30309981,"_2025"
"Total","21179","Nelson","KY",22948,"R",1,1,1,1,1,0.563012027,"_2025"
"Total","21179","Nelson","KY",22948,"B",1,1,1,1,1,0.564537215,"_2025"
"Total","21181","Nicholas","KY",3766,"R",1,1,1,0.999734466,0.999734466,0.358470526,"_2025"
"Total","21181","Nicholas","KY",3766,"B",1,1,1,0.999734466,0.999734466,0.375730218,"_2025"
"Total","21183","Ohio","KY",12174,"R",1,1,1,1,1,0.464760966,"_2025"
"Total","21183","Ohio","KY",12174,"B",1,1,1,1,1,0.48373583,"_2025"
"Total","21185","Oldham","KY",26376,"R",1,1,1,1,1,0.969934789,"_2025"
"Total","21185","Oldham","KY",26376,"B",1,1,1,1,1,0.98718532,"_2025"
"Total","21187","Owen","KY",7289,"R",1,1,1,1,1,0.481273151,"_2025"
"Total","21187","Owen","KY",7289,"B",1,1,1,1,1,0.472904376,"_2025"
"Total","21189","Owsley","KY",2367,"R",1,1,1,1,1,0.992817913,"_2025"
"Total","21189","Owsley","KY",2367,"B",1,1,1,1,1,0.992817913,"_2025"
"Total","21191","Pendleton","KY",7031,"R",1,1,1,1,1,0.88237804,"_2025"
"Total","21191","Pendleton","KY",7031,"B",1,1,1,1,1,0.841274356,"_2025"
"Total","21193","Perry","KY",14191,"R",1,1,1,1,1,0.583891199,"_2025"
"Total","21193","Perry","KY",14191,"B",1,1,1,1,1,0.586428018,"_2025"
"Total","21195","Pike","KY",30440,"R",1,1,1,1,1,0.110315375,"_2025"
"Total","21195","Pike","KY",30440,"B",1,1,1,1,1,0.110315375,"_2025"
"Total","21197","Powell","KY",6851,"R",1,1,1,1,1,0.801926726,"_2025"
"Total","21197","Powell","KY",6851,"B",1,1,1,1,1,0.802510582,"_2025"
"Total","21199","Pulaski","KY",35400,"R",1,1,1,1,1,0.781553672,"_2025"
"Total","21199","Pulaski","KY",35400,"B",1,1,1,1,1,0.795706215,"_2025"
"Total","21201","Robertson","KY",1842,"R",1,1,1,1,1,0.192725299,"_2025"
"Total","21201","Robertson","KY",1842,"B",1,1,1,1,1,0.193811075,"_2025"
"Total","21203","Rockcastle","KY",10235,"R",1,1,1,1,1,0.58124084,"_2025"
"Total","21203","Rockcastle","KY",10235,"B",1,1,1,1,1,0.587103078,"_2025"
"Total","21205","Rowan","KY",11862,"R",1,1,1,0.999915697,0.999915697,0.845557242,"_2025"
"Total","21205","Rowan","KY",11862,"B",1,1,1,0.999915697,0.999915697,0.85120553,"_2025"
"Total","21207","Russell","KY",11513,"R",1,1,1,1,1,0.988187267,"_2025"
"Total","21207","Russell","KY",11513,"B",1,1,1,1,1,0.988187267,"_2025"
"Total","21209","Scott","KY",26237,"R",1,1,1,1,1,0.960323208,"_2025"
"Total","21209","Scott","KY",26237,"B",1,1,1,1,1,0.978656096,"_2025"
"Total","21211","Shelby","KY",22310,"R",1,1,1,0.999865531,0.999865531,0.684849843,"_2025"
"Total","21211","Shelby","KY",22310,"B",1,1,1,0.999865531,0.999865531,0.705109816,"_2025"
"Total","21213","Simpson","KY",9907,"R",1,1,1,1,1,0.904209145,"_2025"
"Total","21213","Simpson","KY",9907,"B",1,1,1,1,1,0.907641062,"_2025"
"Total","21215","Spencer","KY",9298,"R",1,1,1,1,1,0.731662723,"_2025"
"Total","21215","Spencer","KY",9298,"B",1,1,1,1,1,0.736717574,"_2025"
"Total","21217","Taylor","KY",12654,"R",1,1,1,1,1,0.510589537,"_2025"
"Total","21217","Taylor","KY",12654,"B",1,1,1,1,1,0.510589537,"_2025"
"Total","21219","Todd","KY",6158,"R",1,1,1,1,1,0.918804807,"_2025"
"Total","21219","Todd","KY",6158,"B",1,1,1,0.999188048,0.999188048,0.150535888,"_2025"
"Total","21221","Trigg","KY",9059,"R",1,1,1,1,1,0.661220885,"_2025"
"Total","21221","Trigg","KY",9059,"B",1,1,1,1,1,0.123082018,"_2025"
"Total","21223","Trimble","KY",5317,"R",1,1,1,1,1,0.687229641,"_2025"
"Total","21223","Trimble","KY",5317,"B",1,1,1,1,1,0.697009592,"_2025"
"Total","21225","Union","KY",7110,"R",1,1,1,1,1,0.359634318,"_2025"
"Total","21225","Union","KY",7110,"B",1,1,1,1,1,0.382278481,"_2025"
"Total","21227","Warren","KY",67606,"R",1,1,1,1,1,0.637931545,"_2025"
"Total","21227","Warren","KY",67606,"B",1,1,1,1,1,0.675295092,"_2025"
"Total","21229","Washington","KY",6091,"R",1,1,1,1,1,0.788376293,"_2025"
"Total","21229","Washington","KY",6091,"B",1,1,1,1,1,0.813166968,"_2025"
"Total","21231","Wayne","KY",11410,"R",1,1,1,0.999912358,0.999912358,0.71051709,"_2025"
"Total","21231","Wayne","KY",11410,"B",1,1,1,0.999912358,0.999912358,0.702015776,"_2025"
"Total","21233","Webster","KY",7103,"R",1,1,1,1,1,0.105307617,"_2025"
"Total","21233","Webster","KY",7103,"B",1,1,1,1,1,0.124876813,"_2025"
"Total","21235","Whitley","KY",17278,"R",1,1,1,1,1,0.839969904,"_2025"
"Total","21235","Whitley","KY",17278,"B",1,1,1,1,1,0.859127214,"_2025"
"Total","21237","Wolfe","KY",4669,"R",1,1,1,1,1,1,"_2025"
"Total","21237","Wolfe","KY",4669,"B",1,1,1,1,1,1,"_2025"
"Total","21239","Woodford","KY",12502,"R",1,1,1,0.999600064,0.999600064,0.745880659,"_2025"
"Total","21239","Woodford","KY",12502,"B",1,1,1,0.999600064,0.999600064,0.746920493,"_2025"
"Total","22001","Acadia Parish","LA",28582,"R",1,1,1,1,1,0.702225177,"_2025"
"Total","22001","Acadia Parish","LA",28582,"B",1,1,1,1,1,0.330207823,"_2025"
"Total","22003","Allen Parish","LA",11652,"R",1,1,1,1,1,0.796258153,"_2025"
"Total","22003","Allen Parish","LA",11652,"B",1,1,1,1,1,0.796258153,"_2025"
"Total","22005","Ascension Parish","LA",58453,"R",1,1,1,1,1,0.933895608,"_2025"
"Total","22005","Ascension Parish","LA",58453,"B",1,1,1,1,1,0.948899116,"_2025"
"Total","22007","Assumption Parish","LA",11346,"R",1,1,1,1,1,0.157941125,"_2025"
"Total","22007","Assumption Parish","LA",11346,"B",1,1,1,1,1,0.177771902,"_2025"
"Total","22009","Avoyelles Parish","LA",20859,"R",1,1,1,0.999856177,0.999856177,0.751042715,"_2025"
"Total","22009","Avoyelles Parish","LA",20859,"B",1,1,1,0.999856177,0.999856177,0.751042715,"_2025"
"Total","22011","Beauregard Parish","LA",18215,"R",1,1,1,1,1,0.618062037,"_2025"
"Total","22011","Beauregard Parish","LA",18215,"B",1,1,1,1,1,0.618062037,"_2025"
"Total","22013","Bienville Parish","LA",8146,"R",1,1,1,0.999754481,0.999754481,0.029707832,"_2025"
"Total","22013","Bienville Parish","LA",8146,"B",1,1,1,0.999754481,0.999754481,0.031549227,"_2025"
"Total","22015","Bossier Parish","LA",62968,"R",1,1,1,0.999920595,0.999920595,0.603973447,"_2025"
"Total","22015","Bossier Parish","LA",62968,"B",1,1,1,0.999920595,0.999920595,0.604910431,"_2025"
"Total","22017","Caddo Parish","LA",125553,"R",1,1,1,0.99998407,0.99998407,0.618925872,"_2025"
"Total","22017","Caddo Parish","LA",125553,"B",1,1,1,0.99998407,0.99998407,0.61999315,"_2025"
"Total","22019","Calcasieu Parish","LA",106605,"R",1,1,1,0.999971859,0.999971859,0.507574692,"_2025"
"Total","22019","Calcasieu Parish","LA",106605,"B",1,1,1,0.999962478,0.999962478,0.507612213,"_2025"
"Total","22021","Caldwell Parish","LA",5507,"R",1,1,1,1,1,0.321227529,"_2025"
"Total","22021","Caldwell Parish","LA",5507,"B",1,1,1,1,1,0.321409116,"_2025"
"Total","22023","Cameron Parish","LA",4888,"R",1,1,1,1,1,0.000818331,"_2025"
"Total","22023","Cameron Parish","LA",4888,"B",1,1,1,1,1,0.000818331,"_2025"
"Total","22025","Catahoula Parish","LA",5562,"R",1,1,1,1,1,0.415498022,"_2025"
"Total","22025","Catahoula Parish","LA",5562,"B",1,1,1,1,1,0.416576771,"_2025"
"Total","22027","Claiborne Parish","LA",8022,"R",1,1,1,0.999626028,0.999626028,0,"_2025"
"Total","22027","Claiborne Parish","LA",8022,"B",1,1,1,0.999626028,0.999626028,0.004736973,"_2025"
"Total","22029","Concordia Parish","LA",10288,"R",1,1,1,0.999416796,0.999416796,0.590396579,"_2025"
"Total","22029","Concordia Parish","LA",10288,"B",1,1,1,0.999416796,0.999416796,0.590882582,"_2025"
"Total","22031","De Soto Parish","LA",15135,"R",1,1,1,0.999933928,0.999933928,0.20132144,"_2025"
"Total","22031","De Soto Parish","LA",15135,"B",1,1,1,0.999933928,0.999933928,0.193987446,"_2025"
"Total","22033","East Baton Rouge Parish","LA",227913,"R",1,1,1,1,1,0.733604489,"_2025"
"Total","22033","East Baton Rouge Parish","LA",227913,"B",1,1,1,1,1,0.636084822,"_2025"
"Total","22035","East Carroll Parish","LA",3401,"R",1,1,1,1,1,0.338723905,"_2025"
"Total","22035","East Carroll Parish","LA",3401,"B",1,1,1,1,1,0.341370185,"_2025"
"Total","22037","East Feliciana Parish","LA",9873,"R",1,1,1,1,1,0.212296161,"_2025"
"Total","22037","East Feliciana Parish","LA",9873,"B",1,1,1,1,1,0.213207738,"_2025"
"Total","22039","Evangeline Parish","LA",16386,"R",1,1,1,1,1,0.760710363,"_2025"
"Total","22039","Evangeline Parish","LA",16386,"B",1,1,1,1,1,0.648053216,"_2025"
"Total","22041","Franklin Parish","LA",9364,"R",1,1,1,1,1,0.475331055,"_2025"
"Total","22041","Franklin Parish","LA",9364,"B",1,1,1,1,1,0.481418197,"_2025"
"Total","22043","Grant Parish","LA",10326,"R",1,1,1,0.999709471,0.999709471,0.654658144,"_2025"
"Total","22043","Grant Parish","LA",10326,"B",1,1,1,0.999709471,0.999709471,0.662211892,"_2025"
"Total","22045","Iberia Parish","LA",34122,"R",1,1,1,1,1,0.664292832,"_2025"
"Total","22045","Iberia Parish","LA",34122,"B",1,1,1,1,1,0.414835004,"_2025"
"Total","22047","Iberville Parish","LA",15109,"R",1,1,1,1,1,0.583427096,"_2025"
"Total","22047","Iberville Parish","LA",15109,"B",1,1,1,1,1,0.514395393,"_2025"
"Total","22049","Jackson Parish","LA",8394,"R",1,1,1,0.999880867,0.999880867,0.000476531,"_2025"
"Total","22049","Jackson Parish","LA",8394,"B",1,1,1,0.999880867,0.999880867,0.002740052,"_2025"
"Total","22051","Jefferson Parish","LA",208719,"R",1,1,1,0.99961671,0.99961671,0.831539055,"_2025"
"Total","22051","Jefferson Parish","LA",208719,"B",1,1,1,0.99961671,0.99961671,0.720499811,"_2025"
"Total","22053","Jefferson Davis Parish","LA",16512,"R",1,1,1,1,1,0.544876453,"_2025"
"Total","22053","Jefferson Davis Parish","LA",16512,"B",1,1,1,1,1,0.44622093,"_2025"
"Total","22055","Lafayette Parish","LA",129054,"R",1,1,1,1,1,0.874936073,"_2025"
"Total","22055","Lafayette Parish","LA",129054,"B",1,1,1,1,1,0.427789917,"_2025"
"Total","22057","Lafourche Parish","LA",45414,"R",1,1,1,1,1,0.605231867,"_2025"
"Total","22057","Lafourche Parish","LA",45414,"B",1,1,1,1,1,0.607984322,"_2025"
"Total","22059","LaSalle Parish","LA",7541,"R",1,1,1,1,1,0.784113513,"_2025"
"Total","22059","LaSalle Parish","LA",7541,"B",1,1,1,1,1,0.784113513,"_2025"
"Total","22061","Lincoln Parish","LA",23422,"R",1,1,1,1,1,0.288489454,"_2025"
"Total","22061","Lincoln Parish","LA",23422,"B",1,1,1,1,1,0.271155324,"_2025"
"Total","22063","Livingston Parish","LA",67410,"R",1,1,1,1,1,0.703960837,"_2025"
"Total","22063","Livingston Parish","LA",67410,"B",1,1,1,1,1,0.692538199,"_2025"
"Total","22065","Madison Parish","LA",4978,"R",1,1,1,1,1,0.417436722,"_2025"
"Total","22065","Madison Parish","LA",4978,"B",1,1,1,1,1,0.421655283,"_2025"
"Total","22067","Morehouse Parish","LA",13865,"R",1,1,1,1,1,0.334078615,"_2025"
"Total","22067","Morehouse Parish","LA",13865,"B",1,1,1,1,1,0.337829066,"_2025"
"Total","22069","Natchitoches Parish","LA",21146,"R",1,1,1,1,1,0.457107727,"_2025"
"Total","22069","Natchitoches Parish","LA",21146,"B",1,1,1,1,1,0.194457581,"_2025"
"Total","22071","Orleans Parish","LA",210567,"R",1,1,1,1,0.999985753,0.747106622,"_2025"
"Total","22071","Orleans Parish","LA",210567,"B",1,1,1,1,0.999434859,0.492228127,"_2025"
"Total","22073","Ouachita Parish","LA",79923,"R",1,1,1,0.999987488,0.999987488,0.393140898,"_2025"
"Total","22073","Ouachita Parish","LA",79923,"B",1,1,1,0.999987488,0.999987488,0.447605821,"_2025"
"Total","22075","Plaquemines Parish","LA",12100,"R",1,1,1,1,1,0.382975207,"_2025"
"Total","22075","Plaquemines Parish","LA",12100,"B",1,1,1,1,1,0.386859504,"_2025"
"Total","22077","Pointe Coupee Parish","LA",11978,"R",1,1,1,0.999833027,0.999833027,0.350893304,"_2025"
"Total","22077","Pointe Coupee Parish","LA",11978,"B",1,1,1,0.999833027,0.999833027,0.351310736,"_2025"
"Total","22079","Rapides Parish","LA",66011,"R",0.999984851,0.999984851,0.999984851,0.999939404,0.999939404,0.440532638,"_2025"
"Total","22079","Rapides Parish","LA",66011,"B",0.999984851,0.999984851,0.999984851,0.999878808,0.999878808,0.44141128,"_2025"
"Total","22081","Red River Parish","LA",4268,"R",1,1,1,1,1,0.269915651,"_2025"
"Total","22081","Red River Parish","LA",4268,"B",1,1,1,1,1,0.11715089,"_2025"
"Total","22083","Richland Parish","LA",9969,"R",1,1,1,0.999899689,0.999899689,0.310963988,"_2025"
"Total","22083","Richland Parish","LA",9969,"B",1,1,1,0.999899689,0.999899689,0.317183268,"_2025"
"Total","22085","Sabine Parish","LA",16189,"R",1,1,1,1,1,0.708011613,"_2025"
"Total","22085","Sabine Parish","LA",16189,"B",1,1,1,0.999814689,0.999814689,0.692445488,"_2025"
"Total","22087","St. Bernard Parish","LA",20164,"R",1,1,1,1,1,0.697232692,"_2025"
"Total","22087","St. Bernard Parish","LA",20164,"B",1,1,1,1,1,0.450059512,"_2025"
"Total","22089","St. Charles Parish","LA",22393,"R",1,1,1,1,1,0.752020721,"_2025"
"Total","22089","St. Charles Parish","LA",22393,"B",1,1,1,1,1,0.644174519,"_2025"
"Total","22091","St. Helena Parish","LA",5829,"R",1,1,1,1,1,0.449476754,"_2025"
"Total","22091","St. Helena Parish","LA",5829,"B",1,1,1,1,1,0.46731858,"_2025"
"Total","22093","St. James Parish","LA",9677,"R",1,1,1,1,1,0.827839206,"_2025"
"Total","22093","St. James Parish","LA",9677,"B",1,1,1,1,1,0.589748889,"_2025"
"Total","22095","St. John the Baptist Parish","LA",19279,"R",1,1,1,1,1,0.310026454,"_2025"
"Total","22095","St. John the Baptist Parish","LA",19279,"B",1,1,1,1,1,0.312983039,"_2025"
"Total","22097","St. Landry Parish","LA",42418,"R",1,1,1,1,1,0.589961809,"_2025"
